order_id,order_date,plant_id,material_id,channel,quantity,unit_price_usd,discount_pct,units_returned
154098,2024-06-21,US20,P481141,Online,1,55.0,0.0,0
102575,2025-01-27,FR10,P467038,In-Store,1,28.0,0.0,0
109765,2024-07-23,FR10,P443834,In-Store,1,11.99,0.0,0
125252,2024-05-14,DE10,P472044,In-Store,1,45.0,0.0,1
130526,2025-06-12,US10,P504064,In-Store,1,15.0,0.0,0
124108,2024-03-12,DE10,P441329,In-Store,1,38.0,0.0,0
148599,2024-11-02,US20,P501751,Online,1,120.0,0.0,0
116229,2025-01-05,UK10,P76000,In-Store,1,130.0,0.0,0
139801,2025-03-12,US10,P472065,In-Store,1,8.0,0.1,0
131020,2024-10-02,US10,P432863,In-Store,1,53.0,0.1,0
105154,2025-02-03,FR10,P229406,In-Store,1,35.0,0.0,0
117954,2024-05-31,UK10,P480529,In-Store,1,10.0,0.0,0
158230,2024-09-04,AE10,P502252,Travel Retail,1,38.0,0.0,0
159960,2024-11-09,AE10,P476430,Travel Retail,1,39.0,0.0,0
114886,2025-05-27,UK10,P296439,In-Store,1,32.0,0.0,0
135392,2025-01-29,US10,P430910,In-Store,1,50.0,0.0,0
162610,2025-02-22,AE10,P397465,Travel Retail,2,8.0,0.0,0
150922,2025-01-24,US20,P479830,Online,2,34.0,0.0,1
128113,2024-07-26,DE10,P456007,In-Store,1,13.0,0.0,0
150435,2024-07-19,US20,P434410,Online,1,46.0,0.0,0
120110,2025-01-04,DE10,P387564,In-Store,1,34.0,0.0,0
152745,2024-04-12,US20,P454018,Online,1,49.0,0.0,0
160683,2024-04-03,AE10,P417312,Travel Retail,1,24.0,0.0,0
133738,2024-02-19,US10,P477838,In-Store,1,24.0,0.0,0
101818,2024-07-30,FR10,P478239,In-Store,2,42.0,0.0,1
144632,2024-05-22,US20,P440305,Online,1,44.0,0.0,0
102313,2024-08-08,FR10,P458630,In-Store,1,32.0,0.1,0
159758,2024-11-18,AE10,P397627,Travel Retail,1,9.0,0.0,0
136975,2025-02-26,US10,P467038,In-Store,1,28.0,0.0,0
100433,2025-01-23,FR10,P473260,In-Store,1,28.0,0.0,0
100052,2025-01-21,FR10,P505041,In-Store,1,15.0,0.0,1
135557,2024-07-21,US10,P162554,In-Store,1,50.0,0.0,0
140430,2025-06-26,US10,P475981,In-Store,1,13.0,0.0,0
121621,2024-02-12,DE10,P505041,In-Store,1,15.0,0.0,0
141079,2025-02-25,US10,P471076,In-Store,1,29.0,0.0,0
109656,2025-06-29,FR10,P472317,In-Store,1,25.0,0.1,0
145291,2024-05-15,US20,P475981,Online,1,13.0,0.0,0
152307,2024-06-08,US20,P454941,Online,2,47.0,0.0,0
105619,2024-04-15,FR10,P375534,In-Store,1,28.0,0.0,0
164937,2025-05-28,MA10,P471009,In-Store,1,42.0,0.0,0
116022,2024-01-13,UK10,P479732,In-Store,1,7.2,0.2,0
123861,2024-03-15,DE10,P229406,In-Store,1,35.0,0.0,0
150345,2024-01-11,US20,P505041,Online,1,15.0,0.0,0
163359,2024-03-20,MA10,P420019,In-Store,1,30.0,0.0,0
163789,2024-10-18,MA10,P504849,In-Store,1,54.0,0.0,0
165705,2024-01-12,MA10,P483474,In-Store,1,26.0,0.1,1
153480,2024-02-25,US20,P455339,Online,1,7.8,0.0,0
118294,2024-12-30,UK10,P476550,In-Store,1,35.0,0.0,0
132728,2024-02-21,US10,P269707,In-Store,1,45.0,0.0,0
157137,2025-04-26,AE10,P484052,Travel Retail,1,12.0,0.15,0
104311,2024-11-24,FR10,P91627362,In-Store,1,24.0,0.0,0
149756,2024-11-16,US20,P446816,Online,1,25.0,0.0,0
130902,2024-05-11,US10,P475951,In-Store,1,30.0,0.2,1
138579,2024-08-15,US10,P470004,In-Store,1,32.0,0.0,0
117232,2025-05-28,UK10,P482755,In-Store,1,36.0,0.0,1
114838,2024-04-12,UK10,P296439,In-Store,1,32.0,0.0,0
162795,2024-03-22,AE10,P502185,Travel Retail,1,45.0,0.0,0
160151,2024-09-14,AE10,P461451,Travel Retail,1,85.0,0.15,0
145643,2024-03-12,US20,P430910,Online,2,50.0,0.0,0
117636,2024-02-07,UK10,P54433,In-Store,1,28.0,0.0,0
145798,2024-03-18,US20,P472065,Online,1,8.0,0.0,0
140737,2024-06-10,US10,P420019,In-Store,1,30.0,0.0,0
141408,2024-08-31,US10,P453929,In-Store,1,88.0,0.0,0
123358,2025-06-13,DE10,P444990,In-Store,1,22.0,0.15,0
149992,2025-06-12,US20,P468161,Online,1,46.0,0.0,0
162869,2025-03-01,AE10,P457512,Travel Retail,1,55.0,0.0,0
144047,2024-11-24,US20,P456007,Online,1,13.0,0.0,1
163322,2024-04-18,MA10,P504159,In-Store,1,48.0,0.0,0
145442,2024-02-05,US20,P408218,Online,1,25.0,0.0,0
132899,2024-05-05,US10,P472452,In-Store,1,16.0,0.0,0
128566,2024-05-10,US10,P481370,In-Store,1,22.0,0.0,0
125933,2024-08-17,DE10,P418122,In-Store,1,82.0,0.0,0
137120,2024-04-07,US10,P387564,In-Store,1,34.0,0.15,0
128246,2025-01-19,DE10,P480636,In-Store,1,15.99,0.0,0
110689,2025-04-23,FR10,P408218,In-Store,1,25.0,0.1,0
158185,2025-01-08,AE10,P436757,Travel Retail,1,45.0,0.0,0
144071,2025-04-07,US20,P456007,Online,1,13.0,0.15,0
149035,2024-07-29,US20,P476671,Online,1,28.0,0.0,0
141111,2024-04-14,US10,P476690,In-Store,1,21.0,0.1,1
108654,2024-07-15,FR10,P471076,In-Store,2,29.0,0.0,0
104754,2025-03-18,FR10,P107319,In-Store,1,29.0,0.0,0
102300,2024-05-27,FR10,P458630,In-Store,2,32.0,0.0,0
166162,2025-02-07,MA10,P475118,In-Store,1,32.0,0.0,0
132712,2025-05-30,US10,P504841,In-Store,1,20.0,0.0,0
150197,2024-03-03,US20,P483654,Online,1,40.0,0.0,0
118955,2025-01-16,UK10,P417312,In-Store,1,24.0,0.0,0
152633,2025-01-03,US20,P429952,Online,1,49.0,0.0,0
127353,2025-01-10,DE10,P467123,In-Store,1,55.0,0.15,0
126486,2024-01-13,DE10,P472317,In-Store,1,25.0,0.0,1
112913,2024-07-28,UK10,P434410,In-Store,1,46.0,0.0,0
134438,2024-07-30,US10,P470542,In-Store,1,16.0,0.0,0
165209,2024-04-26,MA10,P500445,In-Store,1,29.0,0.0,0
137771,2025-05-09,US10,P6463,In-Store,1,63.0,0.0,0
133247,2025-01-29,US10,P183916,In-Store,1,30.0,0.0,0
137849,2024-12-04,US10,P49848448,In-Store,1,30.0,0.15,0
117327,2024-08-14,UK10,P468161,In-Store,1,46.0,0.15,0
107406,2024-07-27,FR10,P500687,In-Store,1,26.0,0.0,0
111086,2025-02-05,UK10,P479969,In-Store,1,24.0,0.0,0
148435,2025-03-07,US20,P461185,Online,1,35.0,0.0,0
125253,2024-05-17,DE10,P472044,In-Store,1,45.0,0.0,0
112155,2024-04-18,UK10,P500787,In-Store,1,18.0,0.0,0
161654,2024-03-23,AE10,P468161,Travel Retail,1,46.0,0.0,0
108367,2024-02-27,FR10,P455321,In-Store,2,55.0,0.0,0
158496,2024-04-27,AE10,P479829,Travel Retail,1,28.0,0.0,0
101187,2024-01-06,FR10,P504364,In-Store,1,64.0,0.0,0
147327,2024-05-14,US20,P389524,Online,1,205.0,0.0,0
154447,2025-06-25,US20,P422275,Online,1,26.0,0.0,0
126008,2024-05-07,DE10,P502866,In-Store,1,16.0,0.0,0
102369,2024-02-25,FR10,P469195,In-Store,1,52.0,0.0,0
119621,2024-07-17,UK10,P505250,In-Store,1,62.0,0.0,0
155660,2025-03-07,AE10,P461636,Travel Retail,1,11.0,0.0,0
128916,2024-09-16,US10,P432239,In-Store,1,28.0,0.0,0
107743,2024-01-19,FR10,P505250,In-Store,1,62.0,0.0,0
108945,2024-05-04,FR10,P479732,In-Store,1,7.2,0.0,0
146011,2025-05-02,US20,P504841,Online,1,20.0,0.2,0
160590,2025-06-14,AE10,P409988,Travel Retail,1,35.0,0.0,0
132347,2025-01-03,US10,P454941,In-Store,1,47.0,0.1,0
127854,2024-07-22,DE10,P469197,In-Store,1,30.0,0.0,0
148801,2024-05-03,US20,P434440,Online,1,40.0,0.0,0
115998,2025-02-18,UK10,P49848448,In-Store,1,30.0,0.0,0
116744,2025-01-08,UK10,P395532,In-Store,1,6.0,0.15,0
143511,2025-01-18,US10,P422275,In-Store,1,26.0,0.0,0
164177,2024-03-30,MA10,P442742,In-Store,1,55.0,0.0,0
129436,2024-07-23,US10,P470246,In-Store,1,70.0,0.0,0
159722,2024-01-25,AE10,P397627,Travel Retail,1,9.0,0.15,0
165533,2025-06-15,MA10,P401771,In-Store,1,25.0,0.1,0
108877,2025-02-24,FR10,P395532,In-Store,1,6.0,0.0,0
140443,2024-02-25,US10,P413326,In-Store,1,30.0,0.0,1
110321,2025-05-11,FR10,P500992,In-Store,1,25.0,0.0,0
125087,2024-05-29,DE10,P480529,In-Store,1,10.0,0.0,0
151951,2024-12-18,US20,P409988,Online,2,35.0,0.0,1
153144,2024-03-25,US20,P434399,Online,1,42.0,0.15,0
109502,2024-11-13,FR10,P435342,In-Store,1,75.0,0.0,0
136737,2024-04-22,US10,P429554,In-Store,1,30.0,0.0,0
137731,2024-09-08,US10,P6463,In-Store,1,63.0,0.0,0
137465,2024-01-19,US10,P409988,In-Store,1,35.0,0.0,0
154181,2024-08-24,US20,P399503,Online,1,23.0,0.1,0
113517,2024-09-02,UK10,P475951,In-Store,1,30.0,0.0,0
148029,2024-11-30,US20,P504285,Online,1,86.0,0.1,0
105188,2024-02-04,FR10,P46587789,In-Store,1,24.0,0.1,0
152218,2025-02-06,US20,P470525,Online,1,40.0,0.1,0
165030,2024-05-15,MA10,P500787,In-Store,1,18.0,0.15,0
142486,2024-05-31,US10,P461636,In-Store,2,11.0,0.0,0
153853,2024-09-15,US20,P468353,Online,1,18.0,0.0,0
152507,2024-11-20,US20,P480152,Online,1,57.0,0.0,0
163334,2025-02-12,MA10,P504159,In-Store,1,48.0,0.0,0
154865,2024-11-12,US20,P462387,Online,1,30.0,0.2,0
101895,2024-12-29,FR10,P467123,In-Store,1,55.0,0.0,0
164077,2025-02-20,MA10,P504187,In-Store,1,128.0,0.0,0
113719,2025-06-21,UK10,P483474,In-Store,1,26.0,0.0,0
117027,2024-08-15,UK10,P467123,In-Store,1,55.0,0.0,0
121194,2024-11-02,DE10,P378111,In-Store,1,29.0,0.0,0
153452,2025-03-24,US20,P401771,Online,1,25.0,0.1,0
126305,2025-02-22,DE10,P429621,In-Store,1,275.0,0.0,0
148085,2024-11-25,US20,P481396,Online,1,42.0,0.2,0
139503,2024-11-06,US10,P479688,In-Store,1,10.0,0.0,0
144296,2024-01-06,US20,P34402,Online,1,48.0,0.0,0
132785,2025-05-09,US10,P269707,In-Store,1,45.0,0.0,0
166187,2025-01-12,MA10,P449342,In-Store,1,20.0,0.0,0
147201,2024-12-18,US20,P472044,Online,1,45.0,0.1,0
117087,2024-09-13,UK10,P444990,In-Store,2,22.0,0.0,0
166015,2024-12-29,MA10,P471076,In-Store,1,29.0,0.0,0
160579,2025-02-11,AE10,P409988,Travel Retail,1,35.0,0.0,0
117051,2025-04-14,UK10,P467123,In-Store,1,55.0,0.1,0
148691,2025-03-15,US20,P395532,Online,1,6.0,0.0,0
125336,2025-04-25,DE10,P401771,In-Store,1,25.0,0.0,0
115024,2025-01-14,UK10,P461185,In-Store,3,35.0,0.0,1
120074,2025-01-21,DE10,P389524,In-Store,1,205.0,0.0,0
119630,2024-11-20,UK10,P505250,In-Store,1,62.0,0.0,0
104215,2024-08-27,FR10,P405602,In-Store,1,20.0,0.0,0
153378,2025-05-13,US20,P46587789,Online,1,24.0,0.0,0
134818,2025-06-05,US10,P456007,In-Store,1,13.0,0.1,0
135289,2024-11-19,US10,P480636,In-Store,1,15.99,0.0,0
109877,2025-03-29,FR10,P462417,In-Store,1,95.0,0.15,0
131532,2024-09-02,US10,P408218,In-Store,1,25.0,0.0,0
126733,2025-02-20,DE10,P454941,In-Store,1,47.0,0.0,0
156333,2025-05-24,AE10,P469195,Travel Retail,1,52.0,0.0,0
138790,2025-02-21,US10,P109911,In-Store,1,33.0,0.0,0
135344,2024-01-31,US10,P430910,In-Store,1,50.0,0.0,0
147394,2024-12-20,US20,P450720,Online,1,25.0,0.0,1
106930,2025-01-04,FR10,P501697,In-Store,1,34.0,0.0,0
163668,2025-05-30,MA10,P503762,In-Store,1,19.0,0.0,0
161408,2024-02-20,AE10,P229406,Travel Retail,1,35.0,0.0,0
130714,2025-04-26,US10,P454083,In-Store,1,210.0,0.0,0
159482,2025-06-28,AE10,P500992,Travel Retail,1,25.0,0.0,0
102281,2025-06-13,FR10,P109911,In-Store,1,33.0,0.0,0
154723,2025-03-07,US20,P479969,Online,1,24.0,0.1,0
124289,2024-01-04,DE10,P450720,In-Store,1,25.0,0.2,0
148061,2024-05-29,US20,P481396,Online,1,42.0,0.0,0
151760,2024-12-08,US20,P501696,Online,1,34.0,0.0,0
162161,2024-04-13,AE10,P470525,Travel Retail,1,40.0,0.0,0
105445,2025-03-09,FR10,P457429,In-Store,1,14.0,0.0,0
135442,2024-06-01,US10,P502289,In-Store,1,20.0,0.0,0
162823,2025-01-17,AE10,P502185,Travel Retail,1,45.0,0.1,0
154643,2024-10-29,US20,P432863,Online,1,53.0,0.0,0
149751,2024-09-27,US20,P446816,Online,1,25.0,0.0,0
155131,2024-03-07,AE10,P467123,Travel Retail,1,55.0,0.0,0
159775,2025-03-11,AE10,P397627,Travel Retail,1,9.0,0.2,0
144368,2024-04-20,US20,P183916,Online,1,30.0,0.15,0
156945,2025-03-14,AE10,P457429,Travel Retail,1,14.0,0.0,0
135544,2024-05-07,US10,P162554,In-Store,1,50.0,0.0,0
103629,2025-01-20,FR10,P472817,In-Store,1,32.0,0.2,0
149025,2024-05-01,US20,P476671,Online,1,28.0,0.0,0
122310,2024-07-09,DE10,P91627362,In-Store,1,24.0,0.15,0
138166,2025-01-10,US10,P476430,In-Store,1,39.0,0.0,0
131031,2025-01-23,US10,P432863,In-Store,1,53.0,0.15,0
147313,2025-06-04,US20,P378111,Online,1,29.0,0.0,0
100054,2025-02-09,FR10,P505041,In-Store,1,15.0,0.0,0
129659,2024-08-09,US10,P152203,In-Store,1,16.0,0.0,0
161073,2024-12-30,AE10,P408218,Travel Retail,1,25.0,0.15,0
157424,2025-06-14,AE10,P434399,Travel Retail,1,42.0,0.0,0
100261,2025-01-31,FR10,P482694,In-Store,1,23.0,0.0,0
119607,2024-01-13,UK10,P505250,In-Store,1,62.0,0.0,1
155987,2024-12-24,AE10,P469440,Travel Retail,1,34.0,0.0,0
103366,2024-12-08,FR10,P469197,In-Store,1,30.0,0.0,0
113182,2024-08-11,UK10,P399503,In-Store,1,23.0,0.0,0
113382,2024-06-23,UK10,P458630,In-Store,1,32.0,0.0,0
138493,2024-09-20,US10,P500787,In-Store,1,18.0,0.0,0
132099,2025-04-29,US10,P229406,In-Store,1,35.0,0.1,0
132119,2024-04-26,US10,P439406,In-Store,1,125.0,0.1,0
152198,2024-10-08,US20,P470525,Online,1,40.0,0.0,0
125118,2024-12-21,DE10,P480529,In-Store,1,10.0,0.0,0
165594,2025-03-14,MA10,P482694,In-Store,1,23.0,0.15,0
114567,2024-06-02,UK10,P431187,In-Store,1,28.0,0.0,0
100303,2024-03-15,FR10,P409988,In-Store,1,35.0,0.0,0
126447,2024-03-15,DE10,P382378,In-Store,1,55.0,0.15,0
145609,2024-07-20,US20,P405269,Online,1,145.0,0.0,1
151966,2025-02-16,US20,P409988,Online,1,35.0,0.15,0
110867,2024-01-26,FR10,P480634,In-Store,1,10.99,0.0,0
134256,2024-09-13,US10,P428222,In-Store,1,30.0,0.0,1
130952,2025-01-19,US10,P475951,In-Store,1,30.0,0.0,0
119166,2024-10-15,UK10,P12790,In-Store,1,38.0,0.0,0
124210,2024-12-26,DE10,P504364,In-Store,2,64.0,0.15,0
141480,2024-10-12,US10,P477741,In-Store,1,32.0,0.0,0
148164,2025-05-20,US20,P504281,Online,1,22.0,0.0,0
110024,2025-06-02,FR10,P501284,In-Store,1,28.0,0.0,0
165182,2024-06-02,MA10,P469197,In-Store,1,30.0,0.0,0
145765,2025-01-25,US20,P467038,Online,1,28.0,0.0,0
114786,2024-10-24,UK10,P470025,In-Store,1,35.0,0.0,0
116259,2024-06-08,UK10,P500992,In-Store,1,25.0,0.15,0
121539,2024-01-25,DE10,P471076,In-Store,1,29.0,0.0,0
127688,2024-06-10,DE10,P501493,In-Store,1,65.0,0.0,0
150851,2025-02-26,US20,P471242,Online,1,22.0,0.0,0
145707,2024-02-24,US20,P467038,Online,1,28.0,0.0,0
161371,2024-07-28,AE10,P456007,Travel Retail,1,13.0,0.0,0
162125,2024-10-29,AE10,P109911,Travel Retail,1,33.0,0.0,0
146179,2024-09-06,US20,P479688,Online,1,10.0,0.1,0
105994,2025-05-05,FR10,P480636,In-Store,1,15.99,0.0,0
140858,2024-10-01,US10,P443834,In-Store,1,11.99,0.0,0
105413,2024-08-15,FR10,P457429,In-Store,1,14.0,0.15,1
136531,2025-03-22,US10,P435342,In-Store,2,75.0,0.0,0
149506,2025-06-07,US20,P502289,Online,1,20.0,0.0,0
146243,2024-12-12,US20,P429621,Online,2,275.0,0.0,0
164848,2024-03-21,MA10,P471242,In-Store,1,22.0,0.0,0
132925,2024-09-09,US10,P472452,In-Store,1,16.0,0.15,0
155439,2024-11-06,AE10,P473185,Travel Retail,1,32.0,0.0,0
159443,2024-07-03,AE10,P500992,Travel Retail,2,25.0,0.0,0
109888,2024-02-04,FR10,P475118,In-Store,1,32.0,0.0,0
121049,2024-03-09,DE10,P484052,In-Store,1,12.0,0.0,0
139819,2025-06-08,US10,P472065,In-Store,1,8.0,0.1,0
101814,2024-06-15,FR10,P478239,In-Store,1,42.0,0.0,0
145726,2024-06-12,US20,P467038,Online,1,28.0,0.0,0
148630,2024-04-11,US20,P395532,Online,1,6.0,0.0,1
114151,2024-08-23,UK10,P34402,In-Store,1,48.0,0.0,0
136090,2024-09-03,US10,P472044,In-Store,1,45.0,0.0,0
