plant_id,material_id,ever_stocked_out,country,region,channel,product_category,turnover_ratio
AE10,P413684,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0506329113924051
AE10,P416725,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.8709677419354839
AE10,P416825,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9789473684210527
AE10,P417192,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.8842105263157894
AE10,P417312,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.041782729805014
AE10,P418122,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9957983193277311
AE10,P420699,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9973118279569892
AE10,P428222,False,United Arab Emirates,Middle East,Travel Retail,Hair,1.022670025188917
AE10,P428636,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0040080160320641
AE10,P429675,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9710743801652892
AE10,P429952,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9849624060150376
AE10,P430910,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9556962025316456
AE10,P431511,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0498812351543942
AE10,P432045,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9603960396039604
AE10,P432239,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0217391304347827
AE10,P432863,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9802371541501976
AE10,P434399,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0368421052631578
AE10,P434410,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9859550561797753
AE10,P434440,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0321428571428573
AE10,P435342,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9953917050691244
AE10,P436757,False,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.96045197740113
AE10,P439672,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9725609756097561
AE10,P440305,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9789719626168224
AE10,P441329,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9137931034482759
AE10,P442742,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0076628352490422
AE10,P443834,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.037593984962406
AE10,P444990,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.03
AE10,P446816,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0026737967914439
AE10,P448200,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9067357512953368
AE10,P448730,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0034965034965035
AE10,P450720,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9866156787762906
AE10,P451225,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9967105263157895
AE10,P453929,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0253623188405796
AE10,P454018,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.055232558139535
AE10,P454083,False,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9366197183098591
AE10,P454941,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0057803468208093
AE10,P455321,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.033175355450237
AE10,P455339,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0447368421052632
AE10,P455418,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0
AE10,P456006,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0
AE10,P456007,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0
AE10,P456975,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9914529914529915
AE10,P457429,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0244444444444445
AE10,P457458,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9888682745825603
AE10,P457512,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0381944444444444
AE10,P458630,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9907834101382489
AE10,P459301,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9278350515463918
AE10,P461185,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9979338842975206
AE10,P461451,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0047169811320755
AE10,P461636,False,United Arab Emirates,Middle East,Travel Retail,Hair,0.975
AE10,P462387,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9855072463768116
AE10,P462417,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9718875502008032
AE10,P463476,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.03125
AE10,P466426,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,1.0746887966804979
AE10,P467038,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9734982332155477
AE10,P467120,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0360360360360361
AE10,P467123,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.985207100591716
AE10,P467944,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.021551724137931
AE10,P467973,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9317269076305221
AE10,P468161,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9792284866468842
AE10,P468353,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0360824742268042
AE10,P469195,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0276497695852536
AE10,P469439,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0234375
AE10,P469440,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0112994350282485
AE10,P469828,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9640287769784173
AE10,P470025,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9959839357429718
AE10,P470246,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9223300970873787
AE10,P470525,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.032640949554896
AE10,P470542,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.968503937007874
AE10,P471101,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0
AE10,P471226,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9768211920529801
AE10,P471242,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.950207468879668
AE10,P472065,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.003883495145631
AE10,P472317,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9956331877729258
AE10,P472817,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9369747899159664
AE10,P473145,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9897260273972602
AE10,P473185,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9299363057324841
AE10,P473260,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9947780678851175
AE10,P474942,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9832402234636871
AE10,P476011,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0222772277227723
AE10,P476428,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9706744868035191
AE10,P476430,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.976897689768977
AE10,P476550,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0182291666666667
AE10,P476671,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,1.0180878552971577
AE10,P476690,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9731343283582089
AE10,P476697,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9693877551020408
AE10,P476865,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9083333333333333
AE10,P477168,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.033003300330033
AE10,P477741,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0934256055363323
AE10,P477822,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0176470588235293
AE10,P479688,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.002008032128514
AE10,P479732,True,United Arab Emirates,Middle East,Travel Retail,Skincare,1.043554006968641
AE10,P479829,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0
AE10,P479830,False,United Arab Emirates,Middle East,Travel Retail,Hair,1.0
AE10,P479969,False,United Arab Emirates,Middle East,Travel Retail,Hair,1.0168674698795181
AE10,P480152,False,United Arab Emirates,Middle East,Travel Retail,Hair,0.9741379310344828
AE10,P480636,True,United Arab Emirates,Middle East,Travel Retail,Hair,1.0204778156996588
AE10,P481141,False,United Arab Emirates,Middle East,Travel Retail,Hair,1.0107142857142857
AE10,P481348,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9181286549707602
AE10,P481370,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9929245283018868
AE10,P481396,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0287610619469028
AE10,P482694,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9906832298136646
AE10,P482755,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9873417721518988
AE10,P483474,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.02803738317757
AE10,P483654,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0434782608695652
AE10,P483678,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9817351598173516
AE10,P483706,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9480968858131488
AE10,P484052,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9903846153846154
AE10,P49848448,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.033167495854063
AE10,P500256,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0045871559633028
AE10,P500445,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9945945945945946
AE10,P500992,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0207792207792208
AE10,P501153,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9885714285714285
AE10,P501284,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0198019801980198
AE10,P501360,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.0104529616724738
AE10,P501435,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9750778816199377
AE10,P501516,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9501915708812261
AE10,P501696,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.0035714285714286
AE10,P501697,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9543726235741445
AE10,P501721,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9950738916256158
AE10,P501751,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9553571428571429
AE10,P502068,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.977728285077951
AE10,P502185,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0048661800486618
AE10,P502186,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9273504273504274
AE10,P502252,False,United Arab Emirates,Middle East,Travel Retail,Hair,0.9318181818181818
AE10,P502289,True,United Arab Emirates,Middle East,Travel Retail,Makeup,1.040909090909091
AE10,P502866,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9981132075471698
AE10,P503762,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9811320754716981
AE10,P503815,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.8857142857142857
AE10,P503857,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9779411764705882
AE10,P504044,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9709090909090909
AE10,P504054,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9764150943396226
AE10,P504064,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9800399201596807
AE10,P504159,False,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9808612440191388
AE10,P504187,False,United Arab Emirates,Middle East,Travel Retail,Makeup,1.0062893081761006
AE10,P504285,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9172413793103448
AE10,P504364,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9921465968586387
AE10,P504453,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9519230769230769
AE10,P504519,True,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9701492537313433
AE10,P504789,True,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9820717131474104
AE10,P504794,False,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9545454545454546
AE10,P504841,True,United Arab Emirates,Middle East,Travel Retail,Hair,0.9904458598726115
AE10,P504849,True,United Arab Emirates,Middle East,Travel Retail,Skincare,0.9625
AE10,P505250,False,United Arab Emirates,Middle East,Travel Retail,Makeup,0.9615384615384616
AE10,P505463,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.7611940298507462
AE10,P6463,True,United Arab Emirates,Middle East,Travel Retail,Fragrance,1.0236220472440944
AE10,P76000,False,United Arab Emirates,Middle East,Travel Retail,Fragrance,0.9588014981273408
AE10,P7844,False,United Arab Emirates,Middle East,Travel Retail,Bath & Body,0.9292307692307692
AE10,P91627362,False,United Arab Emirates,Middle East,Travel Retail,Skincare,1.0068181818181818
DE10,P107319,True,Germany,Europe,Retail,Bath & Body,1.032064128256513
DE10,P109911,True,Germany,Europe,Retail,Makeup,1.0
DE10,P12790,True,Germany,Europe,Retail,Makeup,1.0092307692307692
DE10,P152203,True,Germany,Europe,Retail,Bath & Body,0.9959266802443992
DE10,P162554,True,Germany,Europe,Retail,Bath & Body,1.0696202531645569
DE10,P183916,True,Germany,Europe,Retail,Makeup,1.0277777777777777
DE10,P229406,True,Germany,Europe,Retail,Makeup,1.0047281323877069
DE10,P269707,False,Germany,Europe,Retail,Hair,0.9841897233201581
DE10,P294018,True,Germany,Europe,Retail,Skincare,1.0160857908847185
DE10,P296439,False,Germany,Europe,Retail,Hair,1.0309523809523808
DE10,P34402,True,Germany,Europe,Retail,Skincare,1.033210332103321
DE10,P375534,True,Germany,Europe,Retail,Skincare,1.048582995951417
DE10,P375938,False,Germany,Europe,Retail,Fragrance,0.9565217391304348
DE10,P378111,True,Germany,Europe,Retail,Makeup,0.9900990099009901
DE10,P382378,True,Germany,Europe,Retail,Makeup,1.0125
DE10,P383054,True,Germany,Europe,Retail,Skincare,0.9702380952380952
DE10,P387261,True,Germany,Europe,Retail,Skincare,0.9514925373134329
DE10,P387564,True,Germany,Europe,Retail,Fragrance,1.0190114068441065
DE10,P389524,False,Germany,Europe,Retail,Hair,0.9736842105263158
DE10,P392004,True,Germany,Europe,Retail,Skincare,0.9477124183006536
DE10,P395532,True,Germany,Europe,Retail,Makeup,0.9900990099009901
DE10,P397465,True,Germany,Europe,Retail,Skincare,0.9835616438356164
DE10,P397627,True,Germany,Europe,Retail,Skincare,1.0206489675516224
DE10,P399503,True,Germany,Europe,Retail,Makeup,1.0141342756183747
DE10,P401771,True,Germany,Europe,Retail,Makeup,1.0032258064516129
DE10,P405269,True,Germany,Europe,Retail,Fragrance,0.9530201342281879
DE10,P405602,True,Germany,Europe,Retail,Makeup,0.9695121951219512
DE10,P408218,True,Germany,Europe,Retail,Makeup,0.9667250437828371
DE10,P409988,True,Germany,Europe,Retail,Makeup,1.02504816955684
DE10,P416725,False,Germany,Europe,Retail,Skincare,0.8709677419354839
DE10,P416825,False,Germany,Europe,Retail,Skincare,0.9789473684210527
DE10,P417192,False,Germany,Europe,Retail,Fragrance,0.8842105263157894
DE10,P417312,True,Germany,Europe,Retail,Fragrance,1.041782729805014
DE10,P418122,True,Germany,Europe,Retail,Fragrance,0.9957983193277311
DE10,P420019,True,Germany,Europe,Retail,Makeup,0.9922178988326849
DE10,P420699,True,Germany,Europe,Retail,Skincare,0.9973118279569892
DE10,P422275,True,Germany,Europe,Retail,Hair,0.9926470588235294
DE10,P427393,False,Germany,Europe,Retail,Skincare,0.9943661971830986
DE10,P428636,True,Germany,Europe,Retail,Skincare,1.0040080160320641
DE10,P429554,False,Germany,Europe,Retail,Fragrance,0.9746376811594203
DE10,P429621,False,Germany,Europe,Retail,Fragrance,0.9811320754716981
DE10,P429675,True,Germany,Europe,Retail,Skincare,0.9710743801652892
DE10,P429952,True,Germany,Europe,Retail,Skincare,0.9849624060150376
DE10,P430910,True,Germany,Europe,Retail,Fragrance,0.9556962025316456
DE10,P431511,True,Germany,Europe,Retail,Makeup,1.0498812351543942
DE10,P432045,False,Germany,Europe,Retail,Skincare,0.9603960396039604
DE10,P433125,True,Germany,Europe,Retail,Makeup,1.007168458781362
DE10,P434399,False,Germany,Europe,Retail,Hair,1.0368421052631578
DE10,P434410,False,Germany,Europe,Retail,Hair,0.9859550561797753
DE10,P436757,False,Germany,Europe,Retail,Bath & Body,0.96045197740113
DE10,P439406,False,Germany,Europe,Retail,Fragrance,0.9363295880149812
DE10,P439672,True,Germany,Europe,Retail,Skincare,0.9725609756097561
DE10,P440305,True,Germany,Europe,Retail,Skincare,0.9789719626168224
DE10,P441329,True,Germany,Europe,Retail,Fragrance,0.9137931034482759
DE10,P443834,True,Germany,Europe,Retail,Skincare,1.037593984962406
DE10,P444990,True,Germany,Europe,Retail,Skincare,1.03
DE10,P446816,True,Germany,Europe,Retail,Makeup,1.0026737967914439
DE10,P448200,True,Germany,Europe,Retail,Skincare,0.9067357512953368
DE10,P448730,True,Germany,Europe,Retail,Hair,1.0034965034965035
DE10,P450720,False,Germany,Europe,Retail,Makeup,0.9866156787762906
DE10,P451225,True,Germany,Europe,Retail,Makeup,0.9967105263157895
DE10,P453929,False,Germany,Europe,Retail,Skincare,1.0253623188405796
DE10,P454083,False,Germany,Europe,Retail,Bath & Body,0.9366197183098591
DE10,P454941,False,Germany,Europe,Retail,Makeup,1.0057803468208093
DE10,P455339,True,Germany,Europe,Retail,Skincare,1.0447368421052632
DE10,P455418,True,Germany,Europe,Retail,Makeup,1.0
DE10,P456006,True,Germany,Europe,Retail,Makeup,1.0
DE10,P456007,True,Germany,Europe,Retail,Makeup,1.0
DE10,P456975,True,Germany,Europe,Retail,Fragrance,0.9914529914529915
DE10,P457429,True,Germany,Europe,Retail,Makeup,1.0244444444444445
DE10,P457458,True,Germany,Europe,Retail,Makeup,0.9888682745825603
DE10,P457512,True,Germany,Europe,Retail,Skincare,1.0381944444444444
DE10,P458630,True,Germany,Europe,Retail,Fragrance,0.9907834101382489
DE10,P461185,True,Germany,Europe,Retail,Fragrance,0.9979338842975206
DE10,P461451,False,Germany,Europe,Retail,Skincare,1.0047169811320755
DE10,P461636,False,Germany,Europe,Retail,Hair,0.975
DE10,P462417,False,Germany,Europe,Retail,Fragrance,0.9718875502008032
DE10,P46587789,True,Germany,Europe,Retail,Makeup,1.011111111111111
DE10,P466426,True,Germany,Europe,Retail,Bath & Body,1.0746887966804979
DE10,P467038,True,Germany,Europe,Retail,Skincare,0.9734982332155477
DE10,P467120,True,Germany,Europe,Retail,Skincare,1.0360360360360361
DE10,P467123,True,Germany,Europe,Retail,Skincare,0.985207100591716
DE10,P467944,True,Germany,Europe,Retail,Fragrance,1.021551724137931
DE10,P468161,False,Germany,Europe,Retail,Bath & Body,0.9792284866468842
DE10,P468353,True,Germany,Europe,Retail,Makeup,1.0360824742268042
DE10,P469195,False,Germany,Europe,Retail,Hair,1.0276497695852536
DE10,P469197,True,Germany,Europe,Retail,Fragrance,0.9907692307692307
DE10,P469439,True,Germany,Europe,Retail,Skincare,1.0234375
DE10,P469440,True,Germany,Europe,Retail,Hair,1.0112994350282485
DE10,P469828,True,Germany,Europe,Retail,Fragrance,0.9640287769784173
DE10,P470246,True,Germany,Europe,Retail,Skincare,0.9223300970873787
DE10,P470510,True,Germany,Europe,Retail,Skincare,0.9561752988047809
DE10,P470525,True,Germany,Europe,Retail,Fragrance,1.032640949554896
DE10,P470542,False,Germany,Europe,Retail,Makeup,0.968503937007874
DE10,P471009,True,Germany,Europe,Retail,Skincare,0.977491961414791
DE10,P471046,False,Germany,Europe,Retail,Skincare,0.989010989010989
DE10,P471076,False,Germany,Europe,Retail,Makeup,1.0
DE10,P471101,True,Germany,Europe,Retail,Skincare,1.0
DE10,P471226,False,Germany,Europe,Retail,Skincare,0.9768211920529801
DE10,P472044,True,Germany,Europe,Retail,Hair,0.9646643109540636
DE10,P472065,True,Germany,Europe,Retail,Makeup,1.003883495145631
DE10,P472317,True,Germany,Europe,Retail,Makeup,0.9956331877729258
DE10,P472817,False,Germany,Europe,Retail,Makeup,0.9369747899159664
DE10,P473145,False,Germany,Europe,Retail,Makeup,0.9897260273972602
DE10,P473260,True,Germany,Europe,Retail,Hair,0.9947780678851175
DE10,P474942,False,Germany,Europe,Retail,Skincare,0.9832402234636871
DE10,P475118,True,Germany,Europe,Retail,Makeup,0.9752475247524752
DE10,P475951,True,Germany,Europe,Retail,Skincare,1.0604395604395604
DE10,P475981,True,Germany,Europe,Retail,Hair,1.0050632911392405
DE10,P476430,True,Germany,Europe,Retail,Bath & Body,0.976897689768977
DE10,P476550,True,Germany,Europe,Retail,Makeup,1.0182291666666667
DE10,P476671,True,Germany,Europe,Retail,Bath & Body,1.0180878552971577
DE10,P476697,True,Germany,Europe,Retail,Makeup,0.9693877551020408
DE10,P477168,True,Germany,Europe,Retail,Makeup,1.033003300330033
DE10,P477741,True,Germany,Europe,Retail,Hair,1.0934256055363323
DE10,P477822,True,Germany,Europe,Retail,Hair,1.0176470588235293
DE10,P478239,True,Germany,Europe,Retail,Skincare,1.033132530120482
DE10,P479732,True,Germany,Europe,Retail,Skincare,1.043554006968641
DE10,P479829,False,Germany,Europe,Retail,Hair,1.0
DE10,P479830,True,Germany,Europe,Retail,Hair,1.0
DE10,P480152,False,Germany,Europe,Retail,Hair,0.9741379310344828
DE10,P480529,True,Germany,Europe,Retail,Bath & Body,1.00990099009901
DE10,P480634,True,Germany,Europe,Retail,Hair,0.9975903614457832
DE10,P480636,True,Germany,Europe,Retail,Hair,1.0204778156996588
DE10,P481141,True,Germany,Europe,Retail,Hair,1.0107142857142857
DE10,P481370,True,Germany,Europe,Retail,Makeup,0.9929245283018868
DE10,P481396,True,Germany,Europe,Retail,Makeup,1.0287610619469028
DE10,P482509,True,Germany,Europe,Retail,Makeup,0.9607843137254902
DE10,P482694,True,Germany,Europe,Retail,Skincare,0.9906832298136646
DE10,P482755,False,Germany,Europe,Retail,Skincare,0.9873417721518988
DE10,P483654,True,Germany,Europe,Retail,Makeup,1.0434782608695652
DE10,P483678,False,Germany,Europe,Retail,Fragrance,0.9817351598173516
DE10,P483706,True,Germany,Europe,Retail,Fragrance,0.9480968858131488
DE10,P484052,True,Germany,Europe,Retail,Bath & Body,0.9903846153846154
DE10,P49848448,True,Germany,Europe,Retail,Makeup,1.033167495854063
DE10,P500445,False,Germany,Europe,Retail,Skincare,0.9945945945945946
DE10,P500687,False,Germany,Europe,Retail,Skincare,1.0
DE10,P500787,True,Germany,Europe,Retail,Bath & Body,0.9935064935064936
DE10,P500992,False,Germany,Europe,Retail,Makeup,1.0207792207792208
DE10,P501360,True,Germany,Europe,Retail,Fragrance,1.0104529616724738
DE10,P501493,True,Germany,Europe,Retail,Bath & Body,0.9571984435797666
DE10,P501516,True,Germany,Europe,Retail,Makeup,0.9501915708812261
DE10,P501696,True,Germany,Europe,Retail,Fragrance,1.0035714285714286
DE10,P501697,True,Germany,Europe,Retail,Fragrance,0.9543726235741445
DE10,P501751,False,Germany,Europe,Retail,Skincare,0.9553571428571429
DE10,P501760,True,Germany,Europe,Retail,Skincare,1.0096153846153846
DE10,P501965,True,Germany,Europe,Retail,Fragrance,1.0
DE10,P502068,False,Germany,Europe,Retail,Hair,0.977728285077951
DE10,P502185,True,Germany,Europe,Retail,Makeup,1.0048661800486618
DE10,P502186,False,Germany,Europe,Retail,Skincare,0.9273504273504274
DE10,P502252,False,Germany,Europe,Retail,Hair,0.9318181818181818
DE10,P502289,True,Germany,Europe,Retail,Makeup,1.040909090909091
DE10,P502306,True,Germany,Europe,Retail,Makeup,1.036
DE10,P502866,True,Germany,Europe,Retail,Makeup,0.9981132075471698
DE10,P503206,True,Germany,Europe,Retail,Fragrance,1.024390243902439
DE10,P503762,False,Germany,Europe,Retail,Makeup,0.9811320754716981
DE10,P503857,False,Germany,Europe,Retail,Fragrance,0.9779411764705882
DE10,P504054,True,Germany,Europe,Retail,Bath & Body,0.9764150943396226
DE10,P504064,True,Germany,Europe,Retail,Skincare,0.9800399201596807
DE10,P504127,True,Germany,Europe,Retail,Makeup,1.034934497816594
DE10,P504281,True,Germany,Europe,Retail,Fragrance,0.958041958041958
DE10,P504285,False,Germany,Europe,Retail,Fragrance,0.9172413793103448
DE10,P504364,True,Germany,Europe,Retail,Fragrance,0.9921465968586387
DE10,P504453,False,Germany,Europe,Retail,Hair,0.9519230769230769
DE10,P504789,False,Germany,Europe,Retail,Makeup,0.9820717131474104
DE10,P504841,False,Germany,Europe,Retail,Hair,0.9904458598726115
DE10,P505041,True,Germany,Europe,Retail,Makeup,0.972972972972973
DE10,P505250,False,Germany,Europe,Retail,Makeup,0.9615384615384616
DE10,P505463,False,Germany,Europe,Retail,Fragrance,0.7611940298507462
DE10,P54433,False,Germany,Europe,Retail,Makeup,0.9223744292237442
