order_id,order_date,plant_id,material_id,channel_x,quantity,unit_price_usd,discount_pct,units_returned,material_description,brand,product_category,product_subcategory,list_price_usd,avg_rating,loves_count,review_count,standard_cost_usd,country,region,channel_y,net_revenue,year_month,discount_band
104398,2024-07-11,FR10,P462387,In-Store,1,30.0,0.0,0,All in One Leave-In Conditioner,Moroccanoil,Hair,Hair Styling & Treatments,30.0,4.5997,51662,1931.0,13.5,France,Europe,Flagship Retail,30.0,2024-07,No discount
153176,2024-12-07,US20,P434399,Online,1,42.0,0.0,0,Nutritive Conditioner for Normal to Dry Hair,Kérastase,Hair,Shampoo & Conditioner,42.0,3.8889,10095,153.0,18.9,United States,Americas,Online Fulfillment,42.0,2024-12,No discount
138363,2024-01-25,US10,P434410,In-Store,1,46.0,0.0,0,Elixir Ultime Hydrating Conditioner,Kérastase,Hair,Shampoo & Conditioner,46.0,3.7917,4870,24.0,20.7,United States,Americas,Retail,46.0,2024-01,No discount
155043,2025-06-03,US20,P431511,Online,1,32.0,0.0,0,L'Absolu Lacquer Long-Lasting Liquid Lipstick,Lancôme,Makeup,Lip,32.0,4.2708,71038,1252.0,13.44,United States,Americas,Online Fulfillment,32.0,2025-06,No discount
104353,2025-05-31,FR10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,France,Europe,Flagship Retail,24.0,2025-05,No discount
154129,2025-03-08,US20,P481141,Online,1,55.0,0.0,0,Hair Alchemy Strengthening Conditioner,Oribe,Hair,Shampoo & Conditioner,55.0,4.36,10456,175.0,24.75,United States,Americas,Online Fulfillment,55.0,2025-03,No discount
149609,2025-02-28,US20,P432045,Online,1,29.0,0.0,0,GENIUS Liquid Collagen Lip Treatment,Algenist,Skincare,Lip Balms & Treatments,29.0,3.8721,44448,649.0,11.02,United States,Americas,Online Fulfillment,29.0,2025-02,No discount
113219,2025-03-22,UK10,P399503,In-Store,1,23.0,0.0,0,DRAMA LIQUI-PENCIL Longwear Eyeliner,Lancôme,Makeup,Eye,23.0,4.66,63085,1147.0,9.66,United Kingdom,Europe,Retail,23.0,2025-03,No discount
109082,2024-04-18,FR10,P162554,In-Store,1,50.0,0.0,0,Almond Smoothing and Beautifying Supple Skin Oil,L'Occitane,Bath & Body,Body Moisturizers,50.0,4.6064,43851,902.0,20.0,France,Europe,Flagship Retail,50.0,2024-04,No discount
142983,2025-06-13,US10,P420699,In-Store,1,70.0,0.0,0,Violet-C Radiance Mask,Tatcha,Skincare,Masks,70.0,4.0507,96300,651.0,26.6,United States,Americas,Retail,70.0,2025-06,No discount
127572,2025-06-18,DE10,P482755,In-Store,1,36.0,0.0,0,Claydate Detoxifying & Toning Face Mask Stick,TULA Skincare,Skincare,Masks,36.0,4.3333,1460,36.0,13.68,Germany,Europe,Retail,36.0,2025-06,No discount
112604,2024-04-16,UK10,P471101,In-Store,1,50.0,0.15,0,Resurface+ AHA/BHA Niacinamide Exfoliating Pads for Face and Targeted Body,Skinfix,Skincare,Treatments,50.0,4.3713,27625,501.0,19.0,United Kingdom,Europe,Retail,42.5,2024-04,Medium (11-15%)
136817,2024-04-07,US10,P457429,In-Store,1,14.0,0.2,0,Clear and Cover Acne Treatment Cream Concealer with 2% Salicylic Acid,SEPHORA COLLECTION,Makeup,Face,14.0,3.9733,22755,75.0,5.88,United States,Americas,Retail,11.200000000000001,2024-04,Heavy (16%+)
131289,2024-01-22,US10,P456975,In-Store,1,90.0,0.0,1,Salt Air Eau De Parfum,SKYLAR,Fragrance,Women,90.0,4.3091,7538,220.0,27.0,United States,Americas,Retail,90.0,2024-01,No discount
123357,2025-06-10,DE10,P444990,In-Store,1,22.0,0.15,0,Blend It Multi-Purpose Self-Tan Blender,Isle of Paradise,Skincare,Self Tanners,22.0,2.3846,5294,26.0,8.36,Germany,Europe,Retail,18.7,2025-06,Medium (11-15%)
133235,2024-11-18,US10,P183916,In-Store,2,30.0,0.0,0,Lip Liner,Givenchy,Makeup,Lip,30.0,4.4754,15108,122.0,12.6,United States,Americas,Retail,60.0,2024-11,No discount
144751,2025-03-07,US20,P455418,Online,1,48.0,0.0,1,Super Serum Skin Tint SPF 40 Foundation,ILIA,Makeup,Face,48.0,3.6762,398628,3675.0,20.16,United States,Americas,Online Fulfillment,48.0,2025-03,No discount
145176,2024-04-03,US20,P397465,Online,1,8.0,0.0,0,Strawberry Lip Balm,Rosebud Perfume Co.,Skincare,Lip Balms & Treatments,8.0,4.1518,13002,112.0,3.04,United States,Americas,Online Fulfillment,8.0,2024-04,No discount
150593,2024-07-01,US20,P474942,Online,1,25.0,0.0,0,Refresh in 5,CLINIQUE,Skincare,Value & Gift Sets,25.0,4.6667,12369,9.0,9.5,United States,Americas,Online Fulfillment,25.0,2024-07,No discount
132799,2024-02-05,US10,P504789,In-Store,1,18.0,0.0,0,Brow Flick Microfine Detailing Eyebrow Pen,Glossier,Makeup,Eye,18.0,3.5294,9513,34.0,7.56,United States,Americas,Retail,18.0,2024-02,No discount
106117,2025-04-02,FR10,P484052,In-Store,1,12.0,0.0,0,Mini Daily Stone Solid Body Moisturizer,Kate McLeod,Bath & Body,Body Moisturizers,12.0,4.6748,4862,206.0,4.8,France,Europe,Flagship Retail,12.0,2025-04,No discount
105808,2024-02-02,FR10,P477741,In-Store,1,32.0,0.0,0,Extra Love Volume Shampoo,IGK,Hair,Shampoo & Conditioner,32.0,4.4444,1412,72.0,14.4,France,Europe,Flagship Retail,32.0,2024-02,No discount
148009,2025-06-18,US20,P432239,Online,2,28.0,0.15,0,Buttermask Intense Repair Lip Treatment,Kiehl's Since 1851,Skincare,Lip Balms & Treatments,28.0,4.0419,40755,191.0,10.64,United States,Americas,Online Fulfillment,47.6,2025-06,Medium (11-15%)
165002,2024-06-11,MA10,P378111,In-Store,1,29.0,0.0,0,Lip Injection Extreme Hydrating Lip Plumper,Too Faced,Makeup,Lip,29.0,3.6516,213097,2615.0,12.18,Morocco,Middle East & Africa,Retail,29.0,2024-06,No discount
128696,2024-10-05,US10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,United States,Americas,Retail,24.0,2024-10,No discount
118531,2024-11-05,UK10,P457429,In-Store,1,14.0,0.0,0,Clear and Cover Acne Treatment Cream Concealer with 2% Salicylic Acid,SEPHORA COLLECTION,Makeup,Face,14.0,3.9733,22755,75.0,5.88,United Kingdom,Europe,Retail,14.0,2024-11,No discount
129190,2024-06-06,US10,P457512,In-Store,1,55.0,0.0,0,Overnight Glow Dark Spot Sleeping Cream,REN Clean Skincare,Skincare,Moisturizers,55.0,4.1408,20807,476.0,20.9,United States,Americas,Retail,55.0,2024-06,No discount
137709,2024-03-22,US10,P6463,In-Store,2,63.0,0.0,0,Romance,Ralph Lauren,Fragrance,Women,63.0,4.5744,27981,524.0,18.9,United States,Americas,Retail,126.0,2024-03,No discount
116997,2025-02-20,UK10,P434399,In-Store,1,42.0,0.0,0,Nutritive Conditioner for Normal to Dry Hair,Kérastase,Hair,Shampoo & Conditioner,42.0,3.8889,10095,153.0,18.9,United Kingdom,Europe,Retail,42.0,2025-02,No discount
146410,2025-04-13,US20,P500687,Online,1,26.0,0.0,0,Keep It Clean Hydrating Gel Cleanser with Ceramides & 10 Amino Acids,iNNBEAUTY PROJECT,Skincare,Cleansers,26.0,4.5226,7237,155.0,9.88,United States,Americas,Online Fulfillment,26.0,2025-04,No discount
159273,2025-05-17,AE10,P467973,Travel Retail,1,68.0,0.0,0,Intensive Eye Renewal Cream with Firming Peptides,Shani Darden Skin Care,Skincare,Eye Care,68.0,4.2087,12224,254.0,25.84,United Arab Emirates,Middle East,Travel Retail,68.0,2025-05,No discount
141065,2024-11-24,US10,P471076,In-Store,1,29.0,0.0,0,Discovery Eyeshadow Palette,Rare Beauty by Selena Gomez,Makeup,Eye,29.0,4.1593,23771,226.0,12.18,United States,Americas,Retail,29.0,2024-11,No discount
111028,2025-05-06,FR10,P501435,In-Store,1,27.0,0.0,0,Gimme Brow Goals Volumizing Brow Gel & Pencil Duo,Benefit Cosmetics,Makeup,Value & Gift Sets,27.0,4.0,3154,2.0,11.34,France,Europe,Flagship Retail,27.0,2025-05,No discount
156363,2025-01-18,AE10,P440305,Travel Retail,1,44.0,0.0,0,Goat Milk Moisturizing Cleanser,Kate Somerville,Skincare,Cleansers,44.0,4.5575,16803,174.0,16.72,United Arab Emirates,Middle East,Travel Retail,44.0,2025-01,No discount
162830,2025-03-16,AE10,P502185,Travel Retail,1,45.0,0.1,0,Triclone Skin Tech Medium Coverage Foundation with Fermented Arnica,HAUS LABS BY LADY GAGA,Makeup,Face,45.0,4.2841,176443,1137.0,18.9,United Arab Emirates,Middle East,Travel Retail,40.5,2025-03,Light (<=10%)
129445,2024-10-24,US10,P470246,In-Store,1,70.0,0.1,1,Calming Hydration Booster Serum,ROSE Ingleton MD,Skincare,Treatments,70.0,4.7143,2391,21.0,26.6,United States,Americas,Retail,63.0,2024-10,Light (<=10%)
162309,2025-05-25,AE10,P504064,Travel Retail,2,15.0,0.0,0,Ceramidin Cream-Infused Mask,Dr. Jart+,Skincare,Masks,15.0,4.6324,4288,340.0,5.7,United Arab Emirates,Middle East,Travel Retail,30.0,2025-05,No discount
154223,2025-05-06,US20,P399503,Online,1,23.0,0.0,0,DRAMA LIQUI-PENCIL Longwear Eyeliner,Lancôme,Makeup,Eye,23.0,4.66,63085,1147.0,9.66,United States,Americas,Online Fulfillment,23.0,2025-05,No discount
121149,2024-01-02,DE10,P378111,In-Store,2,29.0,0.0,0,Lip Injection Extreme Hydrating Lip Plumper,Too Faced,Makeup,Lip,29.0,3.6516,213097,2615.0,12.18,Germany,Europe,Retail,58.0,2024-01,No discount
158016,2024-08-16,AE10,P12790,Travel Retail,1,38.0,0.0,0,Bronzer Powder,NARS,Makeup,Cheek,38.0,4.676,155043,3645.0,15.96,United Arab Emirates,Middle East,Travel Retail,38.0,2024-08,No discount
154042,2024-01-18,US20,P375938,Online,1,125.0,0.0,0,Trésor Midnight Rose,Lancôme,Fragrance,Women,125.0,4.5175,13821,114.0,37.5,United States,Americas,Online Fulfillment,125.0,2024-01,No discount
149663,2024-07-26,US20,P502866,Online,1,16.0,0.0,0,Disney Fantasia and ONE/SIZE Ultimate Mickey Puff,ONE/SIZE by Patrick Starrr,Makeup,Brushes & Applicators,16.0,4.3333,11246,6.0,6.72,United States,Americas,Online Fulfillment,16.0,2024-07,No discount
117138,2024-04-22,UK10,P107319,In-Store,1,29.0,0.0,0,Cleansing And Softening Refillable Shower Oil With Almond Oil,L'Occitane,Bath & Body,Bath & Shower,29.0,4.3501,75358,1808.0,11.6,United Kingdom,Europe,Retail,29.0,2024-04,No discount
155311,2025-06-20,AE10,P454083,Travel Retail,1,210.0,0.0,0,The Renewal Body Oil Balm,La Mer,Bath & Body,Body Moisturizers,210.0,4.2,2060,5.0,84.0,United Arab Emirates,Middle East,Travel Retail,210.0,2025-06,No discount
114273,2025-04-13,UK10,P475118,In-Store,1,32.0,0.0,0,"Bloom, Bronze & Glow Bronzer & Highlighter Duo",Jouer Cosmetics,Makeup,Cheek,32.0,4.36,15500,50.0,13.44,United Kingdom,Europe,Retail,32.0,2025-04,No discount
133320,2024-11-29,US10,P503762,In-Store,1,19.0,0.2,1,Lash-Amplifying Volumizing & Lengthening Mascara,Ami Colé,Makeup,Eye,19.0,4.1842,5015,38.0,7.98,United States,Americas,Retail,15.200000000000001,2024-11,Heavy (16%+)
128032,2024-03-16,DE10,P49848448,In-Store,1,30.0,0.0,0,Liquid Touch Weightless Foundation,Rare Beauty by Selena Gomez,Makeup,Face,30.0,4.0332,263393,5186.0,12.6,Germany,Europe,Retail,30.0,2024-03,No discount
134499,2024-01-01,US10,P294018,In-Store,1,23.0,0.0,0,Cleansing Spa Water Cloths,Koh Gen Do,Skincare,Cleansers,23.0,4.4789,23197,284.0,8.74,United States,Americas,Retail,23.0,2024-01,No discount
105050,2024-05-19,FR10,P392004,In-Store,1,65.0,0.15,0,Blue Orchid Radiance & Hydrating Natural Face Treatment Oil,Clarins,Skincare,Moisturizers,65.0,4.4184,10782,98.0,24.7,France,Europe,Flagship Retail,55.25,2024-05,Medium (11-15%)
146781,2024-08-02,US20,P453929,Online,1,88.0,0.0,0,Retinol Youth Renewal Night Cream,Murad,Skincare,Moisturizers,88.0,4.6078,21491,334.0,33.44,United States,Americas,Online Fulfillment,88.0,2024-08,No discount
108242,2024-11-02,FR10,P420019,In-Store,1,30.0,0.0,0,PRO Foundation Brush #70,SEPHORA COLLECTION,Makeup,Brushes & Applicators,30.0,4.4966,93355,294.0,12.6,France,Europe,Flagship Retail,30.0,2024-11,No discount
134802,2025-03-05,US10,P456007,In-Store,1,13.0,0.0,0,Lilly Lashes Brush On Lash Adhesive: Black,Lilly Lashes,Makeup,Eye,13.0,3.9977,3564,438.0,5.46,United States,Americas,Retail,13.0,2025-03,No discount
117786,2024-05-14,UK10,P472044,In-Store,2,45.0,0.2,0,Curl Manifesto Curl Defining Gel-Cream,Kérastase,Hair,Hair Styling & Treatments,45.0,4.1615,9602,161.0,20.25,United Kingdom,Europe,Retail,72.0,2024-05,Heavy (16%+)
125552,2024-09-28,DE10,P405602,In-Store,1,20.0,0.0,1,beautyblender nude,beautyblender,Makeup,Brushes & Applicators,20.0,4.372,70314,1449.0,8.4,Germany,Europe,Retail,20.0,2024-09,No discount
121863,2024-03-18,DE10,P456006,In-Store,1,16.0,0.0,0,Lilly Lashes Lash Curler,Lilly Lashes,Makeup,Accessories,16.0,3.5273,6169,55.0,6.72,Germany,Europe,Retail,16.0,2024-03,No discount
104546,2024-01-11,FR10,P502866,In-Store,1,16.0,0.0,0,Disney Fantasia and ONE/SIZE Ultimate Mickey Puff,ONE/SIZE by Patrick Starrr,Makeup,Brushes & Applicators,16.0,4.3333,11246,6.0,6.72,France,Europe,Flagship Retail,16.0,2024-01,No discount
101126,2024-08-14,FR10,P500787,In-Store,1,18.0,0.0,0,All Day Body Hydrator with Shea Butter,SEPHORA COLLECTION,Bath & Body,Body Moisturizers,18.0,4.2333,5438,30.0,7.2,France,Europe,Flagship Retail,18.0,2024-08,No discount
162067,2024-10-10,AE10,P420699,Travel Retail,1,70.0,0.1,1,Violet-C Radiance Mask,Tatcha,Skincare,Masks,70.0,4.0507,96300,651.0,26.6,United Arab Emirates,Middle East,Travel Retail,63.0,2024-10,Light (<=10%)
157469,2025-04-05,AE10,P481396,Travel Retail,1,42.0,0.0,0,Revealer Skin-Improving Foundation SPF 25 with Hyaluronic Acid and Niacinamide,Kosas,Makeup,Face,42.0,3.9787,138336,847.0,17.64,United Arab Emirates,Middle East,Travel Retail,42.0,2025-04,No discount
109217,2024-05-24,FR10,P439672,In-Store,1,22.0,0.1,0,Rose Quartz Facial Roller,SEPHORA COLLECTION,Skincare,Wellness,22.0,3.7111,29366,135.0,8.36,France,Europe,Flagship Retail,19.8,2024-05,Light (<=10%)
117452,2024-02-14,UK10,P454083,In-Store,1,210.0,0.0,0,The Renewal Body Oil Balm,La Mer,Bath & Body,Body Moisturizers,210.0,4.2,2060,5.0,84.0,United Kingdom,Europe,Retail,210.0,2024-02,No discount
150263,2025-06-08,US20,P483654,Online,1,40.0,0.0,0,Dior Addict Lip Tint,Dior,Makeup,Lip,40.0,3.6104,68493,77.0,16.8,United States,Americas,Online Fulfillment,40.0,2025-06,No discount
139342,2024-01-03,US10,P474942,In-Store,1,25.0,0.1,0,Refresh in 5,CLINIQUE,Skincare,Value & Gift Sets,25.0,4.6667,12369,9.0,9.5,United States,Americas,Retail,22.5,2024-01,Light (<=10%)
111067,2024-09-26,UK10,P479969,In-Store,1,24.0,0.0,1,Complete Hydration Hair Set,JVN,Hair,Value & Gift Sets,24.0,3.2826,10396,92.0,10.8,United Kingdom,Europe,Retail,24.0,2024-09,No discount
159903,2024-10-13,AE10,P401771,Travel Retail,1,25.0,0.0,0,24/7 Waterline Eye Pencil,Urban Decay,Makeup,Eye,25.0,3.3484,30089,577.0,10.5,United Arab Emirates,Middle East,Travel Retail,25.0,2024-10,No discount
135881,2025-06-13,US10,P34402,In-Store,1,48.0,0.15,0,Acne Control Clarifying Body Spray,Murad,Skincare,Treatments,48.0,4.2898,16688,635.0,18.24,United States,Americas,Retail,40.8,2025-06,Medium (11-15%)
127568,2025-03-31,DE10,P482755,In-Store,1,36.0,0.0,0,Claydate Detoxifying & Toning Face Mask Stick,TULA Skincare,Skincare,Masks,36.0,4.3333,1460,36.0,13.68,Germany,Europe,Retail,36.0,2025-03,No discount
137573,2024-08-20,US10,P483706,In-Store,1,50.0,0.0,0,Bright Crystal Hair Mist,Versace,Fragrance,Women,50.0,2.0,2490,1.0,15.0,United States,Americas,Retail,50.0,2024-08,No discount
153916,2024-10-02,US20,P482509,Online,1,45.0,0.0,0,Supreme Mauves Eyeshadow & Pressed Pigment Palette,Artist Couture,Makeup,Eye,45.0,2.9333,6122,45.0,18.9,United States,Americas,Online Fulfillment,45.0,2024-10,No discount
104192,2024-04-16,FR10,P405602,In-Store,1,20.0,0.0,0,beautyblender nude,beautyblender,Makeup,Brushes & Applicators,20.0,4.372,70314,1449.0,8.4,France,Europe,Flagship Retail,20.0,2024-04,No discount
152817,2024-04-23,US20,P475118,Online,1,32.0,0.0,0,"Bloom, Bronze & Glow Bronzer & Highlighter Duo",Jouer Cosmetics,Makeup,Cheek,32.0,4.36,15500,50.0,13.44,United States,Americas,Online Fulfillment,32.0,2024-04,No discount
137688,2025-06-05,US10,P504364,In-Store,1,64.0,0.0,0,Glossier You Eau de Parfum,Glossier,Fragrance,Women,64.0,3.7574,55874,235.0,19.2,United States,Americas,Retail,64.0,2025-06,No discount
165825,2025-04-29,MA10,P413326,In-Store,1,30.0,0.0,0,Camellia Gold Spun Lip Balm,Tatcha,Skincare,Lip Balms & Treatments,30.0,4.2806,46733,670.0,11.4,Morocco,Middle East & Africa,Retail,30.0,2025-04,No discount
103798,2025-05-17,FR10,P434399,In-Store,1,42.0,0.0,0,Nutritive Conditioner for Normal to Dry Hair,Kérastase,Hair,Shampoo & Conditioner,42.0,3.8889,10095,153.0,18.9,France,Europe,Flagship Retail,42.0,2025-05,No discount
158468,2024-04-22,AE10,P502186,Travel Retail,1,59.0,0.0,0,Retinol Try Me Kit,Kate Somerville,Skincare,Value & Gift Sets,59.0,3.0,628,2.0,22.42,United Arab Emirates,Middle East,Travel Retail,59.0,2024-04,No discount
118712,2025-03-26,UK10,P416725,In-Store,1,255.0,0.0,1,The Revitalizing Hydrating Serum,La Mer,Skincare,Treatments,255.0,4.0,8300,29.0,96.9,United Kingdom,Europe,Retail,255.0,2025-03,No discount
146897,2024-01-03,US20,P427393,Online,1,55.0,0.1,0,Hyaluronic Marine Dew It Right Eye Gel,Dr. Dennis Gross Skincare,Skincare,Eye Care,55.0,3.5442,12365,147.0,20.9,United States,Americas,Online Fulfillment,49.5,2024-01,Light (<=10%)
104350,2025-05-19,FR10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,France,Europe,Flagship Retail,24.0,2025-05,No discount
122312,2024-07-16,DE10,P91627362,In-Store,1,24.0,0.0,0,GO OFF Makeup Dissolving Mist,ONE/SIZE by Patrick Starrr,Skincare,Cleansers,24.0,4.1746,18322,252.0,9.12,Germany,Europe,Retail,24.0,2024-07,No discount
153268,2024-04-19,US20,P505250,Online,1,62.0,0.0,0,Love Face Eyeshadow & Cheek Essential Palette,Natasha Denona,Makeup,Makeup Palettes,62.0,3.3,2532,10.0,26.04,United States,Americas,Online Fulfillment,62.0,2024-04,No discount
111196,2024-11-07,UK10,P476428,In-Store,1,58.0,0.0,0,Brightening Dark Spot Vitamin C Serum,Hyper Skin,Skincare,Treatments,58.0,4.5664,13429,143.0,22.04,United Kingdom,Europe,Retail,58.0,2024-11,No discount
149787,2025-06-26,US20,P446816,Online,1,25.0,0.0,0,24/7 Glide-On Eye Pencil - Sparkle Out Loud Collection,Urban Decay,Makeup,Eye,25.0,4.5449,12816,334.0,10.5,United States,Americas,Online Fulfillment,25.0,2025-06,No discount
125316,2024-09-23,DE10,P401771,In-Store,1,25.0,0.0,0,24/7 Waterline Eye Pencil,Urban Decay,Makeup,Eye,25.0,3.3484,30089,577.0,10.5,Germany,Europe,Retail,25.0,2024-09,No discount
162105,2024-03-25,AE10,P109911,Travel Retail,1,33.0,0.0,0,Secret Brightening Powder for Under Eyes,Laura Mercier,Makeup,Face,33.0,4.2645,95941,1747.0,13.86,United Arab Emirates,Middle East,Travel Retail,33.0,2024-03,No discount
165201,2025-04-11,MA10,P469197,In-Store,1,30.0,0.0,0,Tahitian Coconut Vanilla Home Diffuser,VOLUSPA,Fragrance,Candles & Home Scents,30.0,3.9375,8297,32.0,9.0,Morocco,Middle East & Africa,Retail,30.0,2025-04,No discount
136585,2024-10-25,US10,P501760,In-Store,3,38.0,0.0,0,Guava Vitamin C Bright-Eye Gel Cream,Glow Recipe,Skincare,Eye Care,38.0,4.5109,72173,914.0,14.44,United States,Americas,Retail,114.0,2024-10,No discount
117128,2024-02-21,UK10,P107319,In-Store,1,29.0,0.0,0,Cleansing And Softening Refillable Shower Oil With Almond Oil,L'Occitane,Bath & Body,Bath & Shower,29.0,4.3501,75358,1808.0,11.6,United Kingdom,Europe,Retail,29.0,2024-02,No discount
153448,2025-02-24,US20,P401771,Online,1,25.0,0.0,0,24/7 Waterline Eye Pencil,Urban Decay,Makeup,Eye,25.0,3.3484,30089,577.0,10.5,United States,Americas,Online Fulfillment,25.0,2025-02,No discount
141368,2025-05-21,US10,P481141,In-Store,1,55.0,0.15,0,Hair Alchemy Strengthening Conditioner,Oribe,Hair,Shampoo & Conditioner,55.0,4.36,10456,175.0,24.75,United States,Americas,Retail,46.75,2025-05,Medium (11-15%)
142464,2024-02-12,US10,P461636,In-Store,1,11.0,0.0,0,Mini Style + Protect Refresh & Go Dry Shampoo,Pureology,Hair,Hair Styling & Treatments,11.0,4.2454,2551,326.0,4.95,United States,Americas,Retail,11.0,2024-02,No discount
144271,2024-09-13,US20,P467973,Online,1,68.0,0.0,0,Intensive Eye Renewal Cream with Firming Peptides,Shani Darden Skin Care,Skincare,Eye Care,68.0,4.2087,12224,254.0,25.84,United States,Americas,Online Fulfillment,68.0,2024-09,No discount
155027,2025-03-21,US20,P431511,Online,1,32.0,0.0,0,L'Absolu Lacquer Long-Lasting Liquid Lipstick,Lancôme,Makeup,Lip,32.0,4.2708,71038,1252.0,13.44,United States,Americas,Online Fulfillment,32.0,2025-03,No discount
153690,2025-06-01,US20,P473145,Online,1,70.0,0.0,0,Major Dimension Eyeshadow Palette,PATRICK TA,Makeup,Eye,70.0,4.5648,79630,563.0,29.4,United States,Americas,Online Fulfillment,70.0,2025-06,No discount
158734,2024-11-19,AE10,P481370,Travel Retail,1,22.0,0.0,0,Lip Retreat Oil,Wander Beauty,Makeup,Lip,22.0,4.4318,3518,44.0,9.24,United Arab Emirates,Middle East,Travel Retail,22.0,2024-11,No discount
151399,2024-06-21,US20,P480636,Online,1,15.99,0.1,0,Salicylic Acid Exfoliating Scalp Treatment,The INKEY List,Hair,Hair Styling & Treatments,15.99,3.9797,56979,197.0,7.2,United States,Americas,Online Fulfillment,14.391,2024-06,Light (<=10%)
129703,2025-01-30,US10,P152203,In-Store,1,16.0,0.0,0,Hand and Nail Cream,Caudalie,Bath & Body,Body Moisturizers,16.0,4.5379,54762,1344.0,6.4,United States,Americas,Retail,16.0,2025-01,No discount
160708,2025-01-02,AE10,P417312,Travel Retail,1,24.0,0.1,0,Brazilian Crush Cheirosa ’62 Bum Bum Hair & Body Fragrance Mist,Sol de Janeiro,Fragrance,Women,24.0,4.3049,245440,1814.0,7.2,United Arab Emirates,Middle East,Travel Retail,21.6,2025-01,Light (<=10%)
111838,2025-06-21,UK10,P429952,In-Store,1,49.0,0.0,0,Jet Lag Mask,Summer Fridays,Skincare,Masks,49.0,4.0262,245435,4427.0,18.62,United Kingdom,Europe,Retail,49.0,2025-06,No discount
164995,2024-03-09,MA10,P378111,In-Store,1,29.0,0.0,0,Lip Injection Extreme Hydrating Lip Plumper,Too Faced,Makeup,Lip,29.0,3.6516,213097,2615.0,12.18,Morocco,Middle East & Africa,Retail,29.0,2024-03,No discount
120913,2025-01-14,DE10,P387261,In-Store,1,60.0,0.0,0,Pumpkin Enzyme Mask Enzymatic Dermal Resurfacer,Peter Thomas Roth,Skincare,Masks,60.0,4.6611,55129,720.0,22.8,Germany,Europe,Retail,60.0,2025-01,No discount
