order_id,order_date,plant_id,material_id,channel,quantity,unit_price_usd,discount_pct,product_category,units_returned
111028,06.05.2025,FR10 ,P501435,In-Store,1,27.0,0.0,Makeup,0
156363,18-Jan-2025,AE10 ,P440305,TR,1,44.0,0.0,Skincare,0
162830,2025-03-16,ae10,P502185,TR,1,45.0,0.1,Makeup,0
129445,2024-10-24,us10,P470246,Store,1,70.0,0.1,Skincare,1
162309,2025-05-25,AE10,P504064,travel retail,2,15.0,0.0,Skincare,0
154223,06.05.2025, US20,P399503,Web,1,23.0,0.0,Makeup,0
121149,02.01.2024,DE10,P378111,In-Store,2,$29.00,0.0,Makeup,0
158016,16-Aug-2024,ae10,P12790,TR,1,38.0,0.0,Makeup,0
154042,18-Jan-2024,US20 ,P375938,Online,1,125.0,,Fragrance,0
149663,26.07.2024,us20,P502866,ONLINE,1,16.0,0.0,Makeup,0
117138,22.04.2024,uk10,P107319,Store,1,29.0,0.0,Bath & Body,0
155311,2025-06-20,AE10 ,P454083,Travel Retail,1,210.0,0.0,Bath & Body,0
114273,04/13/2025,UK10,P475118,IN-STORE,1,32.0,0.0,Makeup,0
133320,11/29/2024,us10,P503762,IN-STORE,1,19.0,0.2,Makeup,1
128032,16.03.2024,DE10 ,P49848448,IN-STORE,1,30.0,0.0,Makeup,0
134499,01.01.2024,US10,P294018,IN-STORE,1,23.0,0.0,Skincare,0
105050,2024-05-19,FR10,P392004,Store,1,65.0,0.15,Skincare,0
146781,02-Aug-2024,US20,P453929,Online,1,$88.00,0.0,Skincare,0
108242,11/02/2024,fr10,P420019,Store,1,30.0,0.0,Makeup,0
134802,05.03.2025,us10,P456007,Store,1,13.0,0.0,Makeup,0
117786,14-May-2024,UK10 ,P472044,In-Store,2,45.0,0.2,Hair,0
125552,2024-09-28,DE10 ,P405602,In-Store,1,20.0,0.0,Makeup,1
121863,18.03.2024,de10,P456006,IN-STORE,1,16.0,0.0,Makeup,0
104546,2024-01-11,FR10,P502866,IN-STORE,1,16.0,0.0,Makeup,0
101126,14-Aug-2024,fr10,P500787,Store,1,18.0,0.0,Bath & Body,0
162067,10/10/2024,AE10 ,P420699,travel retail,1,$70.00,0.1,Skincare,1
157469,05.04.2025,AE10 ,P481396,Travel Retail,1,42.0,0.0,Makeup,0
109217,24-May-2024,FR10,P439672,Store,1,22.0,0.1,Skincare,0
117452,14.02.2024,UK10 ,P454083,IN-STORE,1,210.0,0.0,Bath & Body,0
150263,08-Jun-2025,US20 ,P483654,Online,1,40.0,0.0,Makeup,0
139342,01/03/2024, US10,P474942,In-Store,1,25.0,0.1,Skincare,0
111067,26.09.2024,UK10,P479969,Store,1,24.0,0.0,Hair,1
159903,10/13/2024, AE10,P401771,TR,1,25.0,0.0,Makeup,0
135881,13-Jun-2025,US10,P34402,IN-STORE,1,48.0,0.15,Skincare,0
127568,31.03.2025,DE10,P482755,IN-STORE,1,36.0,0.0,Skincare,0
137573,20.08.2024,US10,P483706,In-Store,1,50.0,0.0,Fragrance,0
153916,02-Oct-2024,us20,P482509,online,1,45.0,0.0,Makeup,0
104192,16.04.2024,FR10 ,P405602,IN-STORE,1,20.0,0.0,Makeup,0
152817,23.04.2024, US20,P475118,online,1,32.0,0.0,Makeup,0
137688,06/05/2025,US10,P504364,In-Store,1,64.0,,Fragrance,0
165825,2025-04-29,ma10,P413326,in-store,1,$30.00,0.0,Skincare,0
103798,2025-05-17,fr10,P434399,in-store,1,42.0,0.0,Hair,0
158468,04/22/2024,AE10,P502186,travel retail,1,59.0,0.0,Skincare,0
118712,03/26/2025, UK10,P416725,in-store,1,255.0,0.0,Skincare,1
146897,03-Jan-2024, US20,P427393,online,1,55.0,0.1,Skincare,0
104350,2025-05-19,FR10,P91627362,in-store,1,24.0,0.0,Skincare,0
122312,16-Jul-2024, DE10,P91627362,IN-STORE,1,24.0,0.0,Skincare,0
153268,04/19/2024,US20,P505250,Web,1,62.0,0.0,Makeup,0
111196,07-Nov-2024, UK10,P476428,in-store,1,58.0,0.0,Skincare,0
149787,2025-06-26,US20,P446816,online,1,25.0,,Makeup,0
125316,23-Sep-2024,DE10,P401771,IN-STORE,1,25.0,0.0,Makeup,0
162105,25.03.2024,ae10,P109911,travel retail,1,33.0,0.0,Makeup,0
165201,11.04.2025, MA10,P469197,in-store,1,30.0,0.0,Fragrance,0
136585,25-Oct-2024, US10,P501760,In-Store,3,38.0,0.0,Skincare,0
117128,21-Feb-2024,UK10,P107319,In-Store,1,29.0,0.0,Bath & Body,0
153448,02/24/2025,us20,P401771,online,1,25.0,0.0,Makeup,0
141368,21-May-2025,US10 ,P481141,In-Store,1,55.0,0.15,Hair,0
142464,2024-02-12,US10 ,P461636,In-Store,1,11.0,,Hair,0
144271,09/13/2024,US20 ,P467973,ONLINE,1,68.0,0.0,Skincare,0
155027,21.03.2025,US20 ,P431511,Online,1,32.0,0.0,Makeup,0
153690,2025-06-01,US20 ,P473145,Online,1,70.0,0.0,Makeup,0
158734,11/19/2024,ae10,P481370,Travel Retail,1,22.0,0.0,Makeup,0
151399,2024-06-21,us20,P480636,Web,1,15.99,0.1,Hair,0
129703,2025-01-30,us10,P152203,In-Store,1,16.0,0.0,Bath & Body,0
160708,2025-01-02,ae10,P417312,TR,1,24.0,0.1,Fragrance,0
111838,21-Jun-2025,uk10,P429952,IN-STORE,1,49.0,0.0,Skincare,0
164995,09.03.2024,MA10 ,P378111,In-Store,1,29.0,0.0,Makeup,0
120913,2025-01-14,de10,P387261,in-store,1,60.0,0.0,Skincare,0
142255,02/07/2025,us10,P479829,IN-STORE,1,$28.00,0.1,Hair,0
124502,05/01/2024, DE10,P183916,in-store,1,30.0,0.0,Makeup,0
109652,03.05.2025,fr10,P472317,Store,2,25.0,0.0,Makeup,0
115528,2025-04-30, UK10,P435342,In-Store,1,75.0,0.0,Fragrance,0
104430,01/21/2025,fr10,P462387,In-Store,1,$30.00,0.0,Hair,0
127219,07/29/2024, DE10,P469439,In-Store,1,16.0,0.0,Skincare,0
139671,20-Jul-2024,us10,P482755,In-Store,1,36.0,0.0,Skincare,0
141041,2024-08-22,us10,P471076,in-store,1,29.0,,Makeup,0
128307,25.10.2024,DE10,P443834,In-Store,1,11.99,0.2,Skincare,0
119561,09/29/2024,UK10 ,P502185,In-Store,1,45.0,0.0,Makeup,0
160223,26-Mar-2024,AE10 ,P501751,travel retail,1,120.0,0.0,Skincare,0
100783,28-Jun-2024,fr10,P432863,IN-STORE,1,53.0,0.0,Makeup,0
107035,28.02.2024,fr10,P428636,IN-STORE,2,25.0,0.1,Skincare,0
138669,10-Nov-2024,US10 ,P470525,Store,1,40.0,0.15,Fragrance,0
115659,23.01.2025,uk10,P502068,in-store,1,12.0,0.0,Hair,0
147873,17-Apr-2025,US20,P501284,ONLINE,1,28.0,0.0,Makeup,0
122664,07.09.2024,DE10 ,P476671,IN-STORE,1,28.0,,Bath & Body,0
108492,28.10.2024,FR10,P451225,In-Store,1,28.0,0.2,Makeup,0
117243,09.03.2024,uk10,P504849,IN-STORE,1,54.0,0.0,Skincare,0
143634,03/12/2024,US10 ,P500687,in-store,1,$26.00,0.0,Skincare,0
123085,01/29/2024,de10,P471226,IN-STORE,1,65.0,0.0,Skincare,0
123082,06/09/2025,de10,P422275,IN-STORE,1,26.0,0.0,Hair,0
116325,2024-06-20,UK10,P91627362,in-store,1,24.0,0.0,Skincare,0
135879,05/31/2025, US10,P34402,Store,1,48.0,0.15,Skincare,0
150729,01/14/2025,US20,P444990,ONLINE,1,22.0,0.0,Skincare,0
147691,30.06.2024, US20,P6463,Online,1,63.0,0.0,Fragrance,0
122988,01-Jun-2024,DE10,P461185,IN-STORE,1,35.0,,Fragrance,0
103826,20-Apr-2024,fr10,P49848448,in-store,1,30.0,0.0,Makeup,0
154098,21.06.2024,us20,P481141,Web,1,55.0,0.0,Hair,0
102575,27.01.2025, FR10,P467038,In-Store,1,28.0,0.0,Skincare,0
109765,07/23/2024,fr10,P443834,In-Store,1,11.99,,Skincare,0
125252,05/14/2024,DE10,P472044,Store,1,45.0,0.0,Hair,1
130526,12-Jun-2025, US10,P504064,in-store,1,15.0,0.0,Skincare,0
124108,2024-03-12,DE10 ,P441329,In-Store,1,$38.00,0.0,Fragrance,0
148599,2024-11-02,US20 ,P501751,Online,1,120.0,0.0,Skincare,0
116229,05-Jan-2025,uk10,P76000,Store,1,$130.00,0.0,Fragrance,0
139801,12.03.2025,US10,P472065,Store,1,8.0,0.1,Makeup,0
131020,02.10.2024,us10,P432863,IN-STORE,1,53.0,0.1,Makeup,0
105154,02/03/2025,FR10 ,P229406,In-Store,1,35.0,0.0,Makeup,0
117954,31-May-2024,UK10 ,P480529,Store,1,10.0,0.0,Bath & Body,0
158230,09/04/2024,AE10,P502252,Travel Retail,1,38.0,0.0,Hair,0
159960,09-Nov-2024, AE10,P476430,TR,1,39.0,,Bath & Body,0
114886,05/27/2025,UK10,P296439,in-store,1,32.0,0.0,Hair,0
135392,2025-01-29,US10,P430910,Store,1,50.0,0.0,Fragrance,0
162610,2025-02-22,ae10,P397465,Travel Retail,2,8.0,0.0,Skincare,0
150922,24-Jan-2025,US20,P479830,Web,2,34.0,0.0,Hair,1
128113,26.07.2024,de10,P456007,In-Store,1,$13.00,0.0,Makeup,0
150435,07/19/2024,us20,P434410,ONLINE,1,46.0,0.0,Hair,0
120110,2025-01-04,de10,P387564,Store,1,34.0,0.0,Fragrance,0
152745,12.04.2024,US20,P454018,ONLINE,1,49.0,0.0,Skincare,0
160683,04/03/2024,AE10,P417312,Travel Retail,1,24.0,0.0,Fragrance,0
133738,19-Feb-2024,US10 ,P477838,Store,1,24.0,0.0,Makeup,0
101818,2024-07-30,FR10 ,P478239,Store,2,42.0,0.0,Skincare,1
144632,22-May-2024, US20,P440305,online,1,44.0,,Skincare,0
102313,08/08/2024,fr10,P458630,IN-STORE,1,32.0,0.1,Fragrance,0
159758,2024-11-18, AE10,P397627,travel retail,1,9.0,0.0,Skincare,0
136975,02/26/2025,US10,P467038,Store,1,28.0,0.0,Skincare,0
100433,2025-01-23,FR10,P473260,in-store,1,28.0,0.0,Hair,0
100052,2025-01-21, FR10,P505041,Store,1,15.0,0.0,Makeup,1
135557,21-Jul-2024, US10,P162554,in-store,1,$50.00,0.0,Bath & Body,0
140430,26-Jun-2025,US10 ,P475981,in-store,1,$13.00,0.0,Hair,0
121621,2024-02-12,de10,P505041,IN-STORE,1,15.0,0.0,Makeup,0
141079,25-Feb-2025,us10,P471076,IN-STORE,1,29.0,0.0,Makeup,0
109656,29-Jun-2025,FR10,P472317,In-Store,1,25.0,0.1,Makeup,0
145291,05/15/2024,US20 ,P475981,Online,1,13.0,,Hair,0
152307,2024-06-08,us20,P454941,Online,2,47.0,,Makeup,0
105619,2024-04-15,fr10,P375534,In-Store,1,28.0,0.0,Skincare,0
164937,28.05.2025,ma10,P471009,IN-STORE,1,42.0,0.0,Skincare,0
116022,13.01.2024,UK10,P479732,IN-STORE,1,7.2,0.2,Skincare,0
123861,15-Mar-2024,DE10,P229406,IN-STORE,1,35.0,,Makeup,0
150345,2024-01-11, US20,P505041,online,1,15.0,0.0,Makeup,0
163359,2024-03-20,MA10,P420019,Store,1,30.0,0.0,Makeup,0
163789,10/18/2024,ma10,P504849,Store,1,54.0,0.0,Skincare,0
165705,12.01.2024,MA10 ,P483474,Store,1,26.0,0.1,Makeup,1
153480,02/25/2024,us20,P455339,Online,1,7.8,0.0,Skincare,0
118294,2024-12-30,UK10 ,P476550,IN-STORE,1,35.0,0.0,Makeup,0
132728,2024-02-21,US10,P269707,IN-STORE,1,45.0,0.0,Hair,0
157137,04/26/2025,AE10 ,P484052,TR,1,12.0,0.15,Bath & Body,0
104311,24-Nov-2024,fr10,P91627362,Store,-1,24.0,0.0,Skincare,0
149756,2024-11-16,US20 ,P446816,online,1,25.0,0.0,Makeup,0
130902,11.05.2024,us10,P475951,Store,1,30.0,0.2,Skincare,1
138579,15-Aug-2024,US10,P470004,IN-STORE,1,32.0,0.0,Makeup,0
117232,28-May-2025,uk10,P482755,Store,1,36.0,0.0,Skincare,1
114838,12.04.2024,UK10,P296439,IN-STORE,1,32.0,0.0,Hair,0
162795,2024-03-22, AE10,P502185,travel retail,1,45.0,0.0,Makeup,0
160151,14.09.2024,ae10,P461451,travel retail,1,85.0,0.15,Skincare,0
145643,03/12/2024,US20 ,P430910,Web,2,50.0,0.0,Fragrance,0
117636,2024-02-07,UK10,P54433,In-Store,1,28.0,0.0,Makeup,0
145798,2024-03-18, US20,P472065,Online,1,8.0,0.0,Makeup,0
140737,10-Jun-2024, US10,P420019,In-Store,1,30.0,0.0,Makeup,0
141408,08/31/2024,US10,P453929,in-store,1,88.0,0.0,Skincare,0
123358,13.06.2025,DE10,P444990,Store,1,22.0,0.15,Skincare,0
149992,12-Jun-2025, US20,P468161,Online,1,$46.00,0.0,Bath & Body,0
162869,2025-03-01, AE10,P457512,TR,1,55.0,0.0,Skincare,0
144047,24.11.2024,us20,P456007,Online,1,13.0,0.0,Makeup,1
163322,04/18/2024,MA10,P504159,IN-STORE,1,48.0,0.0,Bath & Body,0
145442,02/05/2024,US20,P408218,Web,1,25.0,0.0,Makeup,0
132899,05.05.2024,us10,P472452,In-Store,1,16.0,0.0,Bath & Body,0
128566,2024-05-10,US10 ,P481370,Store,1,22.0,0.0,Makeup,0
125933,08/17/2024, DE10,P418122,Store,1,82.0,0.0,Fragrance,0
137120,2024-04-07,US10,P387564,IN-STORE,1,34.0,0.15,Fragrance,0
128246,19.01.2025,DE10,P480636,IN-STORE,-1,15.99,0.0,Hair,0
110689,23-Apr-2025,FR10,P408218,In-Store,1,25.0,0.1,Makeup,0
158185,01/08/2025,AE10 ,P436757,TR,1,45.0,0.0,Bath & Body,0
144071,2025-04-07, US20,P456007,online,1,13.0,0.15,Makeup,0
149035,29.07.2024, US20,P476671,online,1,28.0,,Bath & Body,0
141111,14.04.2024,US10 ,P476690,Store,1,21.0,0.1,Makeup,1
108654,15.07.2024,FR10 ,P471076,Store,2,29.0,0.0,Makeup,0
104754,03/18/2025, FR10,P107319,Store,1,29.0,0.0,Bath & Body,0
102300,27.05.2024,FR10 ,P458630,IN-STORE,2,32.0,0.0,Fragrance,0
166162,07-Feb-2025,MA10,P475118,In-Store,1,32.0,0.0,Makeup,0
132712,05/30/2025,US10 ,P504841,In-Store,1,20.0,0.0,Hair,0
150197,2024-03-03, US20,P483654,Web,1,40.0,0.0,Makeup,0
118955,16-Jan-2025,uk10,P417312,IN-STORE,1,24.0,0.0,Fragrance,0
152633,03.01.2025, US20,P429952,ONLINE,1,49.0,0.0,Skincare,0
127353,10.01.2025,DE10 ,P467123,In-Store,1,$55.00,0.15,Skincare,0
126486,13-Jan-2024,DE10,P472317,IN-STORE,1,25.0,0.0,Makeup,1
112913,2024-07-28,uk10,P434410,in-store,1,46.0,0.0,Hair,0
134438,07/30/2024, US10,P470542,IN-STORE,1,16.0,0.0,Makeup,0
165209,26.04.2024,ma10,P500445,IN-STORE,1,29.0,0.0,Skincare,0
137771,09.05.2025,us10,P6463,Store,1,63.0,0.0,Fragrance,0
133247,2025-01-29,US10,P183916,in-store,1,30.0,0.0,Makeup,0
137849,04.12.2024, US10,P49848448,in-store,1,30.0,0.15,Makeup,0
117327,14.08.2024,UK10,P468161,in-store,1,46.0,0.15,Bath & Body,0
107406,07/27/2024,fr10,P500687,in-store,1,26.0,0.0,Skincare,0
111086,05-Feb-2025, UK10,P479969,In-Store,1,24.0,0.0,Hair,0
148435,07-Mar-2025,us20,P461185,Online,1,35.0,0.0,Fragrance,0
125253,05/17/2024,de10,P472044,In-Store,1,45.0,0.0,Hair,0
112155,18.04.2024, UK10,P500787,in-store,1,18.0,0.0,Bath & Body,0
161654,23-Mar-2024,ae10,P468161,Travel Retail,1,46.0,0.0,Bath & Body,0
108367,27.02.2024,fr10,P455321,in-store,2,55.0,0.0,Makeup,0
158496,27-Apr-2024,AE10,P479829,TR,1,28.0,0.0,Hair,0
101187,06-Jan-2024,FR10,P504364,IN-STORE,1,64.0,0.0,Fragrance,0
147327,2024-05-14,US20 ,P389524,online,1,205.0,0.0,Hair,0
154447,25-Jun-2025, US20,P422275,ONLINE,1,26.0,0.0,Hair,0
126008,05/07/2024, DE10,P502866,In-Store,1,16.0,0.0,Makeup,0
102369,25-Feb-2024,FR10 ,P469195,Store,1,52.0,0.0,Hair,0
119621,17-Jul-2024, UK10,P505250,In-Store,1,62.0,0.0,Makeup,0
155660,03/07/2025,ae10,P461636,travel retail,1,11.0,0.0,Hair,0
128916,16-Sep-2024, US10,P432239,IN-STORE,1,28.0,0.0,Skincare,0
107743,2024-01-19,FR10,P505250,Store,1,62.0,0.0,Makeup,0
108945,05/04/2024,FR10 ,P479732,in-store,1,7.2,0.0,Skincare,0
146011,2025-05-02, US20,P504841,Online,1,20.0,0.2,Hair,0
160590,14-Jun-2025,AE10,P409988,TR,1,35.0,0.0,Makeup,0
132347,03-Jan-2025, US10,P454941,In-Store,1,47.0,0.1,Makeup,0
127854,22-Jul-2024, DE10,P469197,Store,1,30.0,0.0,Fragrance,0
148801,05/03/2024, US20,P434440,online,1,40.0,,Hair,0
115998,2025-02-18, UK10,P49848448,IN-STORE,1,30.0,0.0,Makeup,0
116744,08.01.2025, UK10,P395532,in-store,1,6.0,0.15,Makeup,0
143511,18.01.2025, US10,P422275,IN-STORE,1,$26.00,0.0,Hair,0
164177,2024-03-30,MA10,P442742,In-Store,1,55.0,0.0,Skincare,0
129436,2024-07-23,US10,P470246,in-store,1,70.0,0.0,Skincare,0
159722,2024-01-25,AE10,P397627,TR,1,9.0,0.15,Skincare,0
165533,2025-06-15,MA10 ,P401771,In-Store,1,25.0,0.1,Makeup,0
108877,24.02.2025,fr10,P395532,IN-STORE,1,6.0,0.0,Makeup,0
140443,2024-02-25,US10 ,P413326,IN-STORE,1,30.0,0.0,Skincare,1
110321,05/11/2025, FR10,P500992,Store,1,25.0,0.0,Makeup,0
125087,29.05.2024,DE10,P480529,in-store,1,10.0,0.0,Bath & Body,0
151951,18.12.2024,US20 ,P409988,Web,2,35.0,0.0,Makeup,1
153144,25.03.2024,us20,P434399,Web,1,42.0,0.15,Hair,0
109502,11/13/2024,FR10 ,P435342,In-Store,1,75.0,0.0,Fragrance,0
136737,22-Apr-2024,US10,P429554,Store,1,30.0,0.0,Fragrance,0
137731,08.09.2024, US10,P6463,Store,1,63.0,0.0,Fragrance,0
137465,01/19/2024,US10 ,P409988,IN-STORE,1,35.0,0.0,Makeup,0
154181,08/24/2024,us20,P399503,online,1,23.0,0.1,Makeup,0
113517,02-Sep-2024,UK10 ,P475951,Store,1,30.0,0.0,Skincare,0
148029,2024-11-30, US20,P504285,Web,1,86.0,0.1,Fragrance,0
105188,04-Feb-2024,fr10,P46587789,Store,1,24.0,0.1,Makeup,0
152218,06.02.2025,us20,P470525,ONLINE,1,40.0,0.1,Fragrance,0
165030,2024-05-15,MA10 ,P500787,in-store,1,18.0,0.15,Bath & Body,0
142486,2024-05-31,us10,P461636,in-store,2,11.0,,Hair,0
153853,15-Sep-2024,us20,P468353,Online,1,18.0,0.0,Makeup,0
152507,11/20/2024,US20 ,P480152,Web,1,57.0,0.0,Hair,0
163334,12.02.2025,MA10 ,P504159,in-store,1,48.0,0.0,Bath & Body,0
154865,11/12/2024,US20 ,P462387,ONLINE,1,30.0,0.2,Hair,0
101895,2024-12-29, FR10,P467123,in-store,1,55.0,0.0,Skincare,0
164077,02/20/2025,MA10,P504187,Store,1,128.0,0.0,Makeup,0
113719,21.06.2025, UK10,P483474,Store,1,26.0,0.0,Makeup,0
117027,15.08.2024,uk10,P467123,in-store,1,55.0,0.0,Skincare,0
121194,02-Nov-2024,de10,P378111,In-Store,1,29.0,0.0,Makeup,0
153452,24.03.2025,us20,P401771,Web,1,$25.00,0.1,Makeup,0
126305,2025-02-22,DE10,P429621,Store,1,275.0,0.0,Fragrance,0
148085,11/25/2024, US20,P481396,online,1,42.0,0.2,Makeup,0
139503,06.11.2024, US10,P479688,IN-STORE,1,$10.00,,Skincare,0
144296,06.01.2024,us20,P34402,Online,1,48.0,0.0,Skincare,0
132785,05/09/2025,US10 ,P269707,Store,1,45.0,0.0,Hair,0
166187,01/12/2025,MA10,P449342,In-Store,1,20.0,0.0,Makeup,0
147201,2024-12-18,US20 ,P472044,ONLINE,1,45.0,0.1,Hair,0
117087,09/13/2024, UK10,P444990,IN-STORE,-2,22.0,0.0,Skincare,0
166015,29.12.2024,ma10,P471076,Store,1,29.0,0.0,Makeup,0
160579,11-Feb-2025,AE10 ,P409988,Travel Retail,1,35.0,,Makeup,0
117051,14-Apr-2025, UK10,P467123,In-Store,1,55.0,0.1,Skincare,0
148691,15-Mar-2025, US20,P395532,online,1,6.0,0.0,Makeup,0
125336,2025-04-25, DE10,P401771,in-store,1,25.0,0.0,Makeup,0
115024,2025-01-14, UK10,P461185,In-Store,3,35.0,0.0,Fragrance,1
120074,2025-01-21,DE10 ,P389524,In-Store,1,205.0,0.0,Hair,0
119630,20.11.2024,UK10 ,P505250,in-store,1,62.0,0.0,Makeup,0
104215,27-Aug-2024,FR10 ,P405602,In-Store,1,20.0,0.0,Makeup,0
153378,2025-05-13,US20,P46587789,Online,1,24.0,0.0,Makeup,0
134818,05-Jun-2025,US10 ,P456007,In-Store,1,13.0,0.1,Makeup,0
135289,19-Nov-2024,us10,P480636,IN-STORE,1,15.99,0.0,Hair,0
109877,29-Mar-2025,FR10 ,P462417,Store,1,95.0,0.15,Fragrance,0
131532,02-Sep-2024,US10,P408218,IN-STORE,1,25.0,0.0,Makeup,0
126733,02/20/2025,de10,P454941,In-Store,1,47.0,0.0,Makeup,0
156333,05/24/2025,ae10,P469195,TR,1,52.0,,Hair,0
138790,2025-02-21,us10,P109911,in-store,1,$33.00,0.0,Makeup,0
135344,2024-01-31,us10,P430910,Store,1,50.0,,Fragrance,0
147394,2024-12-20,US20,P450720,Web,1,25.0,0.0,Makeup,1
106930,2025-01-04, FR10,P501697,Store,1,34.0,0.0,Fragrance,0
163668,30-May-2025,MA10,P503762,In-Store,1,19.0,0.0,Makeup,0
161408,20-Feb-2024,ae10,P229406,travel retail,1,35.0,0.0,Makeup,0
130714,26.04.2025,US10 ,P454083,IN-STORE,1,210.0,0.0,Bath & Body,0
159482,28-Jun-2025, AE10,P500992,Travel Retail,1,25.0,0.0,Makeup,0
102281,2025-06-13, FR10,P109911,IN-STORE,1,33.0,0.0,Makeup,0
154723,07.03.2025,us20,P479969,online,1,24.0,0.1,Hair,0
124289,04.01.2024, DE10,P450720,Store,1,25.0,0.2,Makeup,0
148061,05/29/2024, US20,P481396,ONLINE,1,42.0,0.0,Makeup,0
151760,08.12.2024,US20,P501696,Web,1,34.0,0.0,Fragrance,0
162161,04/13/2024,AE10 ,P470525,travel retail,1,40.0,0.0,Fragrance,0
105445,2025-03-09, FR10,P457429,Store,1,14.0,0.0,Makeup,0
135442,01-Jun-2024,us10,P502289,in-store,1,20.0,0.0,Makeup,0
162823,01/17/2025, AE10,P502185,TR,1,45.0,0.1,Makeup,0
154643,29.10.2024,US20,P432863,ONLINE,1,53.0,0.0,Makeup,0
149751,27.09.2024,us20,P446816,Online,1,25.0,0.0,Makeup,0
155131,03/07/2024, AE10,P467123,TR,1,55.0,0.0,Skincare,0
159775,2025-03-11,AE10,P397627,travel retail,1,9.0,0.2,Skincare,0
144368,2024-04-20, US20,P183916,Web,1,30.0,0.15,Makeup,0
156945,2025-03-14, AE10,P457429,travel retail,1,14.0,0.0,Makeup,0
135544,07-May-2024,US10,P162554,In-Store,1,50.0,0.0,Bath & Body,0
103629,01/20/2025,FR10,P472817,IN-STORE,1,$32.00,0.2,Makeup,0
149025,01.05.2024,US20 ,P476671,online,1,28.0,0.0,Bath & Body,0
122310,2024-07-09,DE10,P91627362,Store,1,$24.00,0.15,Skincare,0
138166,01/10/2025,US10 ,P476430,IN-STORE,1,39.0,0.0,Bath & Body,0
131031,23.01.2025, US10,P432863,in-store,1,53.0,0.15,Makeup,0
147313,04.06.2025,US20,P378111,online,1,29.0,0.0,Makeup,0
100054,09.02.2025,FR10 ,P505041,Store,1,15.0,0.0,Makeup,0
129659,2024-08-09, US10,P152203,In-Store,1,$16.00,0.0,Bath & Body,0
